osmnx_node_id,EMB000,EMB001
337976,0.75687164,-0.018073937
337979,0.024093017,-1.0
337983,-0.4174988,-0.99999976
337985,0.47790387,-0.9306476
337986,0.75687164,-0.018073937
337992,0.08046784,-0.9963489
506077,-0.4543704,-1.0
506085,0.16853017,-0.95842135
506087,-0.38423905,-0.9999994
506090,-0.27213004,-0.9809371
506091,0.75687164,-0.018073982
604992,-0.8993374,-0.99993527
605000,-0.122202516,-1.0
605003,0.75687164,-0.018073982
605005,-0.49886787,-0.9999999
605006,0.75687164,-0.018073982
605007,0.74768245,-0.008579574
605009,0.75687164,-0.018073982
605012,0.761283,-0.023356402
605025,-0.30522674,-1.0
605059,0.75687164,-0.018073982
605060,-0.3826586,-1.0
605061,0.75687164,-0.018073982
605064,0.75687164,-0.018073982
605066,0.75687164,-0.018073982
605074,0.78955233,-0.04177295
605078,-0.9420731,-1.0
605093,-0.9451207,-1.0
605095,-0.7952218,-1.0
605098,-0.7501683,0.9967434
605110,-0.35155195,-0.99999833
605112,0.47762117,0.13785002
605113,-0.5146366,0.9388702
9832562,0.506075,-0.95654917
9832563,0.60670984,0.04887297
9832572,0.75687164,-0.018073982
9832573,-0.028882693,-0.9999141
9832589,-0.9919552,-1.0
9832596,-0.6400603,-1.0
9832597,-0.20613766,-0.8060552
9832598,-0.033499755,-1.0
9832602,-0.7957237,-1.0
9832603,-0.09544984,-1.0
9832607,-0.050148346,-1.0
9832609,-0.25362515,-1.0
9832614,0.71135443,-0.7948539
9832615,0.75687164,-0.018073982
9832616,-0.93647397,-1.0
9832619,0.75687164,-0.018073982
9832624,0.6017634,-0.82207847
9832629,-0.28632015,-1.0
9832634,0.75687164,-0.018073982
9832635,-0.0327559,-0.81877506
9832637,0.75687164,-0.018073982
9832639,0.75687164,-0.018073982
9832643,0.75687164,-0.018073982
9832645,-0.7936642,-1.0
9832649,-0.9199043,-1.0
9832655,-0.23664717,-0.9952229
9883491,-0.943882,-1.0
9883492,0.75687164,-0.018073982
9883496,-0.9300986,-1.0
9883498,-0.27552435,-0.9906552
9899501,-0.94316447,-0.9999992
9899517,0.75687164,-0.018073982
9899519,0.75687164,-0.018073982
9899524,0.79016197,-0.05759101
9899525,0.75686806,-0.018069772
9899527,0.7604836,-0.035968423
9899529,0.43276688,-0.9135282
9920433,-0.3803016,-1.0
9920435,0.76386285,-0.026466848
9920438,0.7585021,-0.02002302
9920440,-0.4689886,-1.0
9920441,0.75687164,-0.018073982
9920444,0.9361424,-1.0
9920445,0.75687164,-0.018073982
9920446,-0.3954211,-0.99999964
9920447,0.75687164,-0.018073982
9920452,-0.033499755,-1.0
9920457,-0.94609356,-1.0
9920473,-0.10649413,-0.9999103
9920478,-0.13309859,-0.8598461
9920479,-0.11958959,-0.87121105
9920486,-0.37268913,-1.0
9920510,0.75687164,-0.018073982
9922686,-0.53033715,-1.0
9922687,0.84436136,-0.13827066
9922689,0.75687164,-0.018073982
9922690,0.583299,-0.6544323
9922696,-0.75856256,-1.0
9922698,0.75687164,-0.018073982
9922700,-0.668197,-1.0
9922701,0.75687164,-0.018073982
9922703,-0.92004716,-1.0
9922705,0.6132709,0.020484889
9922712,-0.90551364,-1.0
9922716,-0.8706323,-1.0
9922717,-0.94751495,-1.0
9922718,-0.9716223,-1.0
9922722,-0.6665104,-1.0
9922725,0.23666972,0.5103273
9922726,0.14738414,-1.0
9922730,-0.31005827,-1.0
9922734,-0.78972423,-1.0
9922740,0.73776555,0.006117777
9922746,-0.94225013,-1.0
9922755,-0.39043567,0.7133068
9922756,0.6379732,-0.88487446
9922757,-0.14589056,-0.9998587
9922763,-0.033499755,-1.0
9922780,-0.42379266,-0.9999998
9922789,0.7673007,-0.02831632
9922797,0.077450804,-1.0
9922798,-0.24932684,-1.0
9922803,-0.7559324,-1.0
9922807,-0.43737435,-1.0
9923542,-0.39062297,-0.9999808
9923544,-0.90330386,-1.0
9923546,-0.92670137,-1.0
9923547,-0.79834723,-1.0
9923551,0.75687164,-0.018073982
9923553,-0.37531456,-1.0
9923559,0.75687164,-0.018073982
9923563,-0.38502806,-0.9974787
9923566,0.7332647,0.008697671
9923572,0.75687164,-0.018073982
9923573,0.3531038,0.3504179
9923575,0.75687164,-0.018073982
9923576,0.7479389,-0.0069208173
9923577,0.7015587,-0.64802146
9923579,0.7865451,-0.1270536
9923580,0.7548419,-0.025220875
9924098,-0.08445074,-0.99997014
9924105,0.45651633,-0.9870892
9924106,0.75687164,-0.018073982
9924108,0.7561941,-0.017272435
9924114,0.75687164,-0.018073982
9924115,0.75687164,-0.018073982
9924120,-0.42574176,-1.0
9924121,-0.6775261,-0.9984546
9924127,-0.033499755,-1.0
9924128,-0.8977059,-1.0
9924137,0.75948226,0.011153055
9924138,-0.44272253,-1.0
9992788,0.092723854,-0.9647695
9999162,-0.48525417,-1.0
9999170,-0.49468458,-1.0
9999171,0.70694387,-0.38459826
9999173,0.75891024,-0.020511245
9999179,0.75687164,-0.018073982
9999181,0.7680477,-0.031549666
10023637,-0.6006864,-1.0
10023639,-0.9005203,-1.0
10033761,-0.9638627,-1.0
10033770,0.75687164,-0.018073982
10033771,0.780854,-0.04748227
10033774,-0.6576669,-1.0
10033780,0.75687164,-0.018073982
10033783,0.72447515,0.01833325
10033800,0.75687164,-0.018073982
10033803,0.7575739,-0.018912924
10033804,0.75687164,-0.018073982
10033811,-0.96169436,-1.0
10033819,-0.4810166,0.90429467
10033821,0.75687164,-0.018073982
10033823,0.75687164,-0.018073982
10033824,0.75687164,-0.018073982
10033825,0.75687164,-0.018073982
10033828,0.75687164,-0.018073982
10033829,0.75687164,-0.018073982
10036680,0.75687164,-0.018073937
10036681,-0.17022854,-1.0
10036684,0.75687164,-0.018073937
10036685,0.75687164,-0.018073937
10036686,0.75687164,-0.018073937
10301545,0.75687164,-0.018073982
10301546,0.7425171,-0.0018799534
10301547,0.75687164,-0.018073982
10301550,0.5489384,-0.9595368
10301551,0.75687164,-0.018073982
10301552,0.45086798,-0.98908925
10301563,0.075620435,-1.0
10301564,-0.033499755,-1.0
10301572,-0.95649636,-1.0
