node_id,closeness_networkwide,betweenness_networkwide,closeness_egograph,betweenness_egograph
605078,0.016623193735178607,0.031132863116906818,0.16666666666666666,0.07407407407407408
605093,0.015733450030793173,0.02708890723234983,0.28735632183908044,0.35333333333333333
605095,0.015496226618942972,0.02702924068714713,0.3333333333333333,0.5997536945812807
605098,0.014000514992740298,0.020073125039892118,0.2916666666666667,0.5529100529100529
605110,0.01362322414115606,0.017751334909040385,0.3380281690140845,0.5833333333333334
605112,0.01275716564256044,0.008170107636132322,0.29591836734693877,0.6847290640394089
605113,0.01308995971223878,0.008586125302333856,0.28125,0.3247863247863248
9832562,0.014325027547311953,0.04300664653911438,0.19160997732426305,0.2527472527472528
9832563,0.01432053754839854,0.023548240885140986,0.20102564102564105,0.42380952380952386
9832572,0.015438189345554878,0.027378453575045036,0.13786764705882354,0.2721774193548387
9832573,0.016271036985091636,0.054940562209711295,0.12420485175202156,0.37714285714285717
9832589,0.016674123898319536,0.03593950430117469,0.2714285714285714,0.29239766081871343
9832596,0.01749253770809767,0.03409714259359069,0.25,0.4815686274509804
9832597,0.017578689528795502,0.04296424739893377,0.22064753320683114,0.42979904812268643
9832598,0.017850405112693233,0.061090368089089776,0.17811138912056343,0.3504273504273504
9832602,0.017540580454448822,0.024919774637182097,0.13339382940108893,0.06280788177339902
9832603,0.01691734936952923,0.01519637272357347,0.1111111111111111,0.16993464052287582
9832607,0.01744089225912006,0.006277101743868601,0.10726657868690201,0.10733054483054484
9832609,0.018149791656688268,0.04748715534691216,0.18275209516085428,0.03703703703703704
9832614,0.018165738223270035,0.04655839984666484,0.09747129751455401,0.10466708807416772
9832615,0.017839073316975058,0.04655832626063679,0.08411350958040262,0.0895306111887388
9832616,0.018095075461724758,0.03270201262939891,0.11519201843072295,0.1718714717969562
9832619,0.017200045613790058,0.004942072497553817,0.11249634182031021,0.16509183406276892
9832624,0.017237392673953314,0.020576972573476168,0.05200632333973008,0.009626338573706995
9832629,0.016102866228889342,0.004751995161681639,0.058978897208985706,0.14154442456768038
9832634,0.017142618108264188,0.025983786775578367,0.09537311422413793,0.38955872703412076
9832635,0.017444082054347387,0.025983860361606412,0.10685944958634556,0.39061783943673706
9832637,0.01636842233215255,0.008084153944080956,0.09094349824276832,0.30532212885154086
9832639,0.016642989981346317,0.008084227530109012,0.10407259278372684,0.30209763539283024
9832643,0.01714585720755955,0.014567847551593507,0.09874156355455567,0.24603174603174602
9832645,0.017662876424408253,0.013721106495194065,0.16795201371036847,0.2472372372372372
9832649,0.017683863818849642,0.018601059866219686,0.14134293712022938,0.3715098797250859
9832655,0.017564559262284105,0.010385666731686297,0.14472297164501777,0.3137922394043528
9883491,0.017518663194775057,0.054958587783158874,0.18389423076923075,0.33710407239819007
9883492,0.0167028974865999,0.033279242164273214,0.15179113539769276,0.23305380852550664
9883496,0.016835786045626158,0.04372719516845549,0.20007122507122507,0.5924178895877009
9883498,0.01625549158240463,0.03181316117144973,0.17124461724988502,0.32620985979194933
9899501,0.01678763856302466,0.0562022481817727,0.1384733410049866,0.1297568710359408
9899517,0.01742052374118356,0.023468878124424466,0.12548999111482778,0.3265602322206096
9899519,0.01749808929586199,0.027785410244114638,0.14697236919459142,0.35394828791055205
9899524,0.017131268432228404,0.025031323991426803,0.11475596430522673,0.3350877192982456
9899525,0.01721715614075285,0.039452158879586335,0.15725611344772397,0.402261420171868
9899527,0.017488651351535902,0.07854139092555802,0.24193548387096775,0.36140572390572384
9899529,0.017246515780239075,0.03713262602457335,0.21904761904761905,0.28647342995169084
9920433,0.016546006765591467,0.04250928981597854,0.11707789066279632,0.27564102564102566
9920435,0.01575484800694529,0.04466908653397193,0.09240379810094952,0.3685990338164251
9920438,0.016009017921558854,0.044669160119999975,0.10386473429951691,0.37777777777777777
9920440,0.016297459341070762,0.04399271832440687,0.13016528925619833,0.3916490486257928
9920441,0.015188188643548256,0.04147869232943073,0.13839285714285712,0.36794354838709675
9920444,0.01591794401601225,0.04045102324962716,0.10606060606060606,0.3784355179704017
9920445,0.01607592338480512,0.04279000284141189,0.10726657868690201,0.3094155844155844
9920446,0.0163406455906565,0.042790076427439955,0.12398401983744317,0.29207650273224045
9920447,0.0162746442011356,0.04250921622995048,0.09969845457972107,0.2720779220779221
9920452,0.017906667232665926,0.022851497365089526,0.17252396166134185,0.33158630328441646
9920457,0.016939016573535772,0.048651225735594765,0.18371484630477436,0.33771043771043774
9920473,0.015016094807295792,0.02622267396093889,0.3235294117647059,0.5144300144300145
9920478,0.014233216151240905,0.028569105224717957,0.2196159833938765,0.4289238359543633
9920479,0.01375693997760095,0.012494212688004987,0.23483206933911158,0.4215686274509804
9920486,0.011813572939835015,0.0,0.25148809523809523,0.0
9920510,0.012656791994847358,0.005949238841658617,0.15222076461769116,0.21346037507562007
9922686,0.018108340855550485,0.032850904193058424,0.10288415754030338,0.08694169715034096
9922687,0.017955781200478717,0.023063271594320495,0.09358902350958839,0.10466483011937558
9922689,0.016956953647597934,0.02229120722348206,0.09322660553850705,0.13474442829457367
9922690,0.01723586930539828,0.020519622474357516,0.08847557322585915,0.042383597525177265
9922696,0.017750405016673743,0.006076852611079023,0.11655454425537527,0.2783725270623367
9922698,0.017404536691921827,0.0053433854573097005,0.12136028835605704,0.19862671660424477
9922700,0.01806925252091429,0.005922790661048306,0.13493887976646596,0.2220217410674508
9922701,0.017764739398528972,6.77993694099723e-05,0.13568649947116507,0.03892958892958893
9922703,0.018324676968957728,0.013549175266766616,0.17285557687037542,0.4400280898876404
9922705,0.018150169810961497,0.002114515550987108,0.1805421492921493,0.21658644946316186
9922712,0.018610987812485758,0.04044406017795764,0.267515923566879,0.35273906310491676
9922716,0.01858102993425361,0.02077070229389768,0.32703488372093026,0.20833333333333334
9922717,0.01855230091111193,0.016355176060697148,0.2723404255319149,0.14605263157894738
9922718,0.018354792955604465,0.017052481169883272,0.22857142857142856,0.12666666666666668
9922722,0.018660129084761792,0.03207648776829198,0.13580246913580246,0.1566951566951567
9922725,0.017984151345649048,0.03207626701020783,0.07656249999999999,0.15524193548387097
9922726,0.018909807533880416,0.038480912462145724,0.1331521739130435,0.1411290322580645
9922730,0.01795568250627891,0.02918050087343453,0.06970128022759602,0.14714714714714713
9922734,0.018546034033606894,0.07211924396974258,0.1981760277938622,0.40010570824524316
9922740,0.017972080615380054,0.008619692947243454,0.23795648795648797,0.5126984126984127
9922746,0.017720579847304987,0.011455764744790627,0.3,0.5408730158730158
9922755,0.017189275518625664,0.008119765391879573,0.20229007633587787,0.36097000483792935
9922756,0.01766335394270224,0.068942322820195,0.23790322580645162,0.5767095265926359
9922757,0.017403076350316547,0.010089481133875545,0.2301255230125523,0.38793490460157126
9922763,0.01859612913159128,0.032562799662911604,0.14244186046511628,0.17036290322580644
9922780,0.017261005166328558,0.028728745315287973,0.06793478260869565,0.1529255319148936
9922789,0.017639128628234538,0.039502938630702145,0.06570408825438027,0.1455223880597015
9922797,0.017899014370518215,0.03400383832824865,0.07327771963307271,0.25721954831543875
9922798,0.018095125577841507,0.010814711548817406,0.08878406708595388,0.1187488047427806
9922803,0.01777082764818956,0.03158597424371951,0.09825566525141952,0.11400389801938476
9922807,0.018527232509208173,0.03363169268393138,0.09646645668151045,0.10241769547325102
9923542,0.018193560255332114,0.012724545074083802,0.26973684210526316,0.5219512195121951
9923544,0.018190191790409684,0.007065880924102375,0.32456140350877194,0.4186686686686687
9923546,0.01843933452390104,0.08543974677226497,0.35526315789473684,0.774928774928775
9923547,0.017943403548627876,0.004873204824552153,0.32331378299120234,0.5800865800865801
9923551,0.017167099101013022,0.04349426941362116,0.1382445141065831,0.3842494714587738
9923553,0.016969109106783998,0.019950999836455464,0.12039976484420929,0.3248447204968944
9923559,0.014840100364926943,0.001473478749409171,0.12254901960784315,0.1310846560846561
9923563,0.015006437677818698,0.00222833437024709,0.17179215270413575,0.33475609756097563
9923566,0.014762441863487815,0.0006546690080692201,0.18584392014519055,0.07835467045993362
9923572,0.016420606878183256,0.016482874182843565,0.1189425904615778,0.39766899766899766
9923573,0.016732713280341822,0.026660815449004602,0.1348435814455232,0.34259259259259256
9923575,0.016383362885025704,0.02623818989471764,0.1179523141654979,0.5307532251352477
9923576,0.01645516046949594,0.026660741862976536,0.124706555969081,0.3629399585921325
9923577,0.01669702814879832,0.01648294776887163,0.1379762930150527,0.40642601126472094
9923579,0.016658521155664484,0.026238263480745695,0.13937114197530864,0.41364960466084055
9923580,0.016683725374640426,0.019950926250427416,0.09788882614969571,0.32788296041308085
9924098,0.016027063032805322,0.0461634011456416,0.15022222222222223,0.18275862068965518
9924105,0.01616114024135342,0.07046435910566355,0.1346153846153846,0.0
9924106,0.01580028325363766,0.03839381370451367,0.11138613861386139,0.3434343434343434
9924108,0.015645288562902076,0.04378868631743949,0.15916955017301038,0.34057971014492755
9924114,0.016284825982301087,0.037904965663165154,0.14090019569471623,0.4160007610350076
9924115,0.015772476665336144,0.03788996581014301,0.12797011074078057,0.4061368209255533
9924120,0.016368873433069777,0.06556230616712662,0.17647058823529413,0.15760869565217392
9924121,0.016624589572322178,0.1350151726895223,0.166383701188455,0.1023391812865497
9924127,0.016128346642652894,0.06789157398909637,0.17557251908396945,0.3400966183574879
9924128,0.016443585073534363,0.11415705749677245,0.17946605141727093,0.2575075075075075
9924137,0.016350500956012773,0.07391119015801209,0.13580246913580246,0.170995670995671
9924138,0.016732734707210675,0.042191106965663125,0.11394891944990176,0.26285541439806415
9992788,0.01854653417503992,0.008088311086244096,0.15193798449612406,0.16666666666666666
9999162,0.018331180851769612,0.03653311402319517,0.13381178377126982,0.12336719883889695
9999170,0.01787257413033789,0.04244543734982465,0.10591739703270894,0.20750716674629718
9999171,0.017297197987160267,0.024436609679159553,0.09656350482315113,0.34035087719298246
9999173,0.017678026328425592,0.0013999410124377293,0.10483636363636364,0.16656565656565656
9999179,0.0174082002142551,0.02725935291376426,0.07923124028451647,0.10915492957746478
9999181,0.01839709612082168,0.028338281179355718,0.12937969102352664,0.3437024353120243
10023637,0.017546021219946122,0.022253636119591517,0.11232956193791703,0.32626262626262625
10023639,0.016821936495645975,0.005945695059662114,0.19008060129555454,0.24500768049155147
10033761,0.018137648682145843,0.02108134040633344,0.1627415458937198,0.4249934691745037
10033770,0.017024712620662383,0.017328576552353706,0.1459227467811159,0.1495463857184665
10033771,0.016945782479437763,0.006535246458521181,0.1602965555350893,0.2731557377049181
10033774,0.016938028500647965,0.009937322678852927,0.1948131011810544,0.2537836840162422
10033780,0.016399030453851,0.012319992105542483,0.19,0.4996443812233286
10033783,0.01587860028389372,0.009964519706835857,0.15079365079365079,0.07823613086770982
10033800,0.016208630967576906,0.05602126970964258,0.1332488840632163,0.31865828092243187
10033803,0.01607495433260429,0.06231310472294922,0.09375,0.2627551020408163
10033804,0.01581899041563185,0.06340001716181859,0.10805626598465472,0.27729468599033813
10033811,0.01555914702827896,0.005532919010660832,0.19275189167662285,0.27204301075268816
10033819,0.014835685970061022,0.004306772746401212,0.1314252336448598,0.41431451612903225
10033821,0.014406490550941464,0.004305889714064544,0.15656565656565657,0.39299242424242425
10033823,0.014617120946524216,0.0043066991603731555,0.12385466034755135,0.4149425287356322
10033824,0.014200300865392191,0.004305816128036487,0.13923267326732672,0.39818548387096775
10033825,0.01400007998404067,0.004156459132938471,0.11764705882352941,0.3360071301247772
10033828,0.014367112498583709,0.01096313607350196,0.1498390400936494,0.3155080213903743
10033829,0.01396318786621755,0.0005823190114791655,0.12444962444962446,0.3001893939393939
10036680,0.01372647667797084,0.023547872955000708,0.16333333333333333,0.45238095238095244
10036681,0.015564985113964548,0.030380378591411607,0.20102564102564105,0.45238095238095244
10036684,0.01448259041867899,0.023570095935473483,0.1451851851851852,0.42380952380952386
10036685,0.014116783490891505,0.02354816729911293,0.18666666666666668,0.42380952380952386
10036686,0.014917422113999696,0.023570537451641813,0.18666666666666668,0.45238095238095244
10301545,0.016704498931308185,0.006575319163191,0.09757713642387213,0.3426830486464888
10301546,0.016931948900818644,0.0063126809037565585,0.11922320181433142,0.46226497063218996
10301547,0.01664776082422956,0.0063126073177285046,0.1039066208706822,0.4339275009697097
10301550,0.016555209519653433,0.0035528858122993666,0.10569502295270616,0.2430867950016886
10301551,0.01628346632267502,0.0035528122262713123,0.09570393374741201,0.23789996574169234
10301552,0.016990599884307508,0.0065753927492190585,0.10870198641937771,0.3318739945500509
10301563,0.0175540354158458,0.0445644888667275,0.1978021978021978,0.34730957372466803
10301564,0.017609462339091823,0.026681073055918873,0.17647058823529413,0.21698113207547168
10301572,0.01801420055009771,0.04658880468785212,0.15933999759123207,0.3146845694799659
10301588,0.012409446148828688,0.0024817891750629675,0.22566371681415928,0.16137254901960782
10372881,0.015804296397698564,0.013569085160322928,0.2,0.4439746300211417
10372887,0.015222815831012345,0.0070748891651418976,0.19298245614035087,0.5305361305361306
10372890,0.015017147495362076,0.006798576302900122,0.21329639889196675,0.5619446343130554
10372891,0.015064480659514707,0.006199662035521342,0.19340687287408206,0.45906553041434045
10389694,0.01793392228430626,0.0007229318100051088,0.18928571428571428,0.2943275278180939
10389699,0.017764473736620018,0.0014480460996869754,0.2436548223350254,0.4979314420803783
10389704,0.01810457742653523,0.0012139491533087288,0.2543859649122807,0.48623714458560197
10389705,0.018321311159003963,0.002798186315965757,0.23986486486486486,0.5188799463447352
10389712,0.01834312092714582,0.0038751099503355458,0.22357723577235772,0.25902356902356904
10390268,0.014782917350294512,0.0030861408278074344,0.13422884596529072,0.40448658649398705
10390270,0.01589784161607379,0.0028149444813745047,0.16387959866220736,0.35097789115646255
10390274,0.016147060975232996,0.06452152077507427,0.17391304347826086,0.29069767441860467
10390275,0.016401665216521432,0.06541299084111066,0.15517241379310345,0.28863636363636364
10390276,0.01637701802896709,0.06170694151633257,0.18181818181818182,0.3665433403805497
10390277,0.014371299825155488,0.0012617965993385165,0.14441591784338895,0.2025841631104789
10390279,0.015065522773051895,0.0014735523354372265,0.14204545454545453,0.13584656084656085
10392210,0.015032090858920148,0.013275276444588232,0.1680327868852459,0.3359756097560976
10392211,0.01482972565211424,0.008489874782485777,0.16299559471365638,0.40540540540540543
10531153,0.017705308970596356,0.004990262311926329,0.12028948269955463,0.21473750536250535
10531422,0.01875324441006736,0.006532703160939308,0.13793103448275862,0.10714285714285715
10531425,0.017759910422781976,0.011739442899672093,0.11727178909841449,0.16666666666666666
10531432,0.018432701679112283,0.013500664509508492,0.220595690747782,0.4053672316384181
10531439,0.01811278371469733,0.014900986205584547,0.1956521739130435,0.3294612794612794
10537221,0.018059862471285985,0.01431104402637535,0.2,0.4747218190614417
10537223,0.01754691656095027,0.00045478398009947873,0.22413793103448276,0.380718954248366
10537224,0.017431632168407624,0.0007162051395732476,0.23476383951244287,0.4973572938689218
10537225,0.017268806699033114,0.0008007510107450144,0.2122905027932961,0.29089615931721197
10537226,0.016973297083634528,0.0008006774247169585,0.1784037558685446,0.3051209103840683
10537227,0.01751230053249291,0.007193369700566195,0.17766497461928935,0.3226890756302521
10537228,0.01777056180415791,0.0007573973243450803,0.15384615384615385,0.2985739750445633
10537229,0.017457785823204317,0.0007573237383170179,0.13028169014084506,0.2807807807807808
10537231,0.017726036682607593,0.007906721701405847,0.264,0.5066287878787878
10537232,0.01785511264595116,0.009646422473068274,0.24305555555555555,0.3827731092436975
10537237,0.018073426233759352,0.02155248663246347,0.36486486486486486,0.660968660968661
10537243,0.01758836697439924,0.002545779296117271,0.3235294117647059,0.4805194805194805
10537245,0.017553139348225912,0.010944504422562897,0.3163265306122449,0.6817204301075269
10537249,0.017247266989637848,0.007140147337661632,0.22,0.34831779331779333
10537251,0.01744338345927134,0.018023011737745658,0.24206349206349206,0.5762659380692169
10537254,0.01730507811348571,0.020370990024032767,0.2195293291183702,0.42464806435394664
10537255,0.01711789288679045,0.013085920768264958,0.21193212917350848,0.21372053872053873
10537263,0.016780912124395614,0.007929803913157441,0.15324675324675324,0.17533606078316774
10537264,0.01685415719031747,0.011165596960957884,0.17191977077363896,0.22024482109227875
10537265,0.016975347741733315,0.02244615613252661,0.19932432432432431,0.21924800311708548
10537266,0.01709874124650209,0.02734554657054128,0.1861198738170347,0.4333235924410676
10537267,0.017087918833807655,0.02739668941377498,0.19310344827586207,0.5201298701298701
10537271,0.01711995620493748,0.02723818771333834,0.24878048780487805,0.6588235294117647
10537273,0.017018282502809096,0.007097976588406384,0.23543417366946778,0.41114982578397213
10537275,0.016789881907713033,0.026227369557909896,0.21011673151750973,0.25675518285581184
10537287,0.016936886871085594,0.0409081541609257,0.18232044198895028,0.49242424242424243
10537298,0.016347903057061294,0.04574806442086734,0.137331256490135,0.34685283687943264
10537421,0.016519796321846067,0.0434422711299191,0.1130798280407572,0.40130784708249495
10537430,0.015612929907118352,0.04725749745516085,0.13368983957219252,0.3342857142857143
10537434,0.015663893164691793,0.04159809147672248,0.12935323383084577,0.3211788211788212
10537435,0.015781334386099022,0.04220982576029098,0.08943089430894309,0.31835269993164733
10537437,0.016260265392700687,0.06566825500321287,0.12681000438788945,0.4085631349782293
10537438,0.01600846876277867,0.05494048862368324,0.10713010887024807,0.361236802413273
10537439,0.0161013185365024,0.06316825477695323,0.11950853000972332,0.3850454227812718
10537674,0.01625737245261544,0.04599442225700305,0.19160997732426305,0.23082010582010581
10864786,0.011176366496479845,0.001192354035830237,0.24242424242424243,0.35282258064516125
10866136,0.013754188690968623,0.03944799556150211,0.14056224899598393,0.268944099378882
10866314,0.015549001042423276,0.030932243157763294,0.13824884792626727,0.3096774193548387
10867986,0.018669353640119696,0.05755972119996653,0.24892945684020734,0.5306535947712419
10867987,0.018622207127999203,0.0593139771552088,0.1987713675213675,0.420905059989567
10867988,0.01790031391470287,0.02068393739808094,0.12527100271002709,0.16987806468440272
10867992,0.018045845525086902,0.024387794673580324,0.11449016100178891,0.21520747834017326
10868094,0.01716606169005408,0.016772986940197045,0.1200750469043152,0.27641369047619047
10868096,0.017518123010686767,0.0010909058587265004,0.14410480349344978,0.13395493395493394
10868098,0.017507373233647667,0.000835917816276506,0.15529411764705883,0.17374514374514374
10868100,0.01746833465861231,0.016773060526225098,0.13655462184873948,0.2786458333333333
10868806,0.018184420180111297,0.005520288331998908,0.3023255813953488,0.6861538461538461
10868812,0.017682930518505596,0.03539109739784601,0.1864693446088795,0.34725158562367864
10870308,0.016730163874701203,0.005834122499164761,0.11587982832618025,0.11358024691358025
10870309,0.016916648524432414,0.0025652778421038896,0.14316210355109785,0.11995171202809482
10870314,0.01694193755181248,0.004530888281324064,0.19241192411924118,0.4058572865766025
10870319,0.01712884312520646,0.0025534795473582113,0.21937569953985822,0.27017349575489114
10870321,0.016981855797428835,0.013378467532914294,0.20179372197309417,0.5282828282828282
10870327,0.017232118873920933,0.008259627599795767,0.20323488045007032,0.557936507936508
10870335,0.017116009421921156,0.03339640651637056,0.3076923076923077,0.5745967741935484
10871663,0.014463370110447899,0.00014923118866209142,0.06810321894120777,0.1254355400696864
10927435,0.012270783158564103,0.012746521590340626,0.1619047619047619,0.6103641456582632
12444555,0.013467372574406635,0.014449820110483774,0.21259886068248438,0.3251895740375004
12444559,0.01319515155033589,0.008772302285477701,0.19169875909285408,0.33851817042606513
13888906,0.016663449655653792,0.008623626562849207,0.3387096774193548,0.2920634920634921
13888909,0.01656171421675971,0.0018248297876291542,0.1975609756097561,0.09081300813008131
13888918,0.01562674679143591,0.0021701227148759024,0.09834254143646409,0.26394249477114656
13888923,0.017006499182046195,0.0058072927801995555,0.13364734989057,0.33783054150863884
13888925,0.016667211722854795,0.00596578108494111,0.14048047276464543,0.24956970740103268
13888928,0.017195993932000643,0.006728253655754369,0.14793719211822662,0.3130482456140351
13888930,0.0171840989111458,0.00894210990146555,0.12874945817078456,0.27524509803921565
13888938,0.01798360682438354,0.0048492588365663895,0.10559040087264794,0.2996640537513998
13888939,0.018200275578970766,0.005890518950892382,0.12444558719547472,0.40745824754060855
13888948,0.01758192993178774,0.03400376474222061,0.06777035531029142,0.21220665299612673
13888949,0.01760920130101809,0.033777979058454775,0.09835786607674636,0.2812024353120243
13889061,0.017447366200882823,0.014567921137621558,0.1103624445729709,0.25109972571546857
13889063,0.016921117407066793,0.007555847982359805,0.09805907856882369,0.18463005339435543
13889067,0.017195790266556446,0.010244538283350748,0.14203091684434968,0.3470727848101266
13894882,0.017929984965256007,0.008640372240812884,0.1059322033898305,0.11831037649219465
13895085,0.01817650283564366,0.012228484677138182,0.28378378378378377,0.48257839721254364
13895086,0.018258462261759506,0.014196656975023359,0.2393617021276596,0.3760942760942762
13896009,0.018116600791692954,0.004827236271810422,0.2131979695431472,0.09494773519163756
13896011,0.017979721879716134,0.0058565776396997385,0.25741578682755156,0.36660724896019
13896012,0.018069902193817988,0.01977111220146256,0.23809523809523808,0.5432692307692307
13896018,0.017746499653712524,0.0,0.288135593220339,0.0
13896673,0.017347488015931507,0.004875570128968304,0.1216622162883845,0.1182348441384586
13896675,0.01736667036988099,0.00020188797882275322,0.10726500867951119,0.2069007738270154
13896681,0.017998667558808006,0.03653304043716705,0.09765625,0.12096774193548387
13896682,0.01857410995960844,0.04743463433699288,0.19455252918287938,0.3763693270735524
14194124,0.014399584610376258,0.0035954691709735834,0.15151515151515152,0.20202020202020202
14194126,0.014197045472647083,0.002765618445745776,0.1559633027522936,0.33705882352941174
14194128,0.014404934151850728,0.007108905893079493,0.3235294117647059,0.22799422799422803
14194152,0.01460305612702627,0.0002718624884250038,0.2978723404255319,0.15343915343915346
14194172,0.014229046914534402,0.00689823166034444,0.3283582089552239,0.30303030303030304
14194206,0.013493475933816378,0.00529832323603926,0.21111404202936782,0.16882352941176473
14194211,0.01440552173239888,0.0004191349400131774,0.3728813559322034,0.2936507936507937
14194212,0.014223440122505013,0.00010490979517000107,0.3333333333333333,0.21645021645021645
14194213,0.014052217855763369,8.66892203992513e-05,0.3068181818181818,0.3855650522317189
14194218,0.012512266839495847,4.949926603826136e-05,0.2962962962962963,0.5507246376811594
14194225,0.01566659751101458,0.040450949663599106,0.09230769230769231,0.3299595141700405
14194226,0.015424448837850246,0.0019614827904387453,0.15322066326530615,0.4596774193548387
14194227,0.014973507403726001,0.001255765426598425,0.1672811059907834,0.21914565826330532
14324398,0.014166738748835202,0.0,0.29411764705882354,0.0
14324399,0.014372074352940556,0.00029821586939073237,0.325,0.2948717948717949
14324409,0.014372074352940556,0.00029821586939073237,0.45,0.41666666666666663
14324412,0.014583384749423701,0.0008944438314791201,0.37209302325581395,0.575
14324420,0.014057781186619706,0.006843730287179723,0.34375,0.5324675324675324
14324424,0.013510734229527433,0.0,0.2465753424657534,0.0
14414808,0.017604337916229094,0.0007393240970064336,0.0986740672217083,0.04971582836032964
14414823,0.017663807608997495,4.876645054816728e-05,0.20578231292517007,0.03042328042328042
14414827,0.01774247555330753,0.000820814967996863,0.13589913735899137,0.08073512906846242
14428177,0.015451241770653995,0.01924830898343578,0.2535211267605634,0.3513071895424837
14428178,0.015680227341810515,0.015153298125923174,0.2727272727272727,0.2973856209150327
14428179,0.015229859627783273,0.026417181496462477,0.29850746268656714,0.525
14428180,0.014806167067622673,0.017347226377279104,0.3188405797101449,0.2943722943722944
14428181,0.014608508951636909,0.016806909503384204,0.3176470588235294,0.3276353276353276
14428182,0.01441623362270812,0.028675157117549453,0.32558139534883723,0.5163139329805996
14428183,0.01406014088484829,0.02839481643655824,0.21375739644970412,0.5384615384615384
14428184,0.013661623814418381,0.012819490721580836,0.2235294117647059,0.3360327903091061
14428453,0.013481795500577135,0.006898317607340654,0.2053910917979359,0.18655844155844156
14490065,0.017984151345649048,0.0011140606219624642,0.17042606516290726,0.1159346405228758
14490066,0.018316020858802604,0.02235118949834254,0.18344640434192674,0.371883009196442
14490067,0.017663950876879685,3.899520395164453e-07,0.18745570517363574,0.0106951871657754
14490068,0.013787887950280703,0.0062542545566743515,0.2828054298642534,0.24307692307692308
14490069,0.013598795964395937,0.0,0.26153846153846155,0.0
14490071,0.013619447145946857,0.007263046401780654,0.24404761904761904,0.3250871080139373
14490072,0.013573665589479651,0.006389205568556345,0.2146748101683724,0.22618149824032174
14490073,0.013367324433034665,0.010131809789281365,0.20214866434378628,0.4140772128060264
14490074,0.013541383006662808,0.00827790287136603,0.22776280323450135,0.29955249153362357
14490075,0.013293725014318624,0.008063196411406157,0.1972904814966864,0.4207091369569452
14490080,0.01311896422722108,0.0022000157499375995,0.19797551789077214,0.4189557763491136
14490088,0.012947943159502233,0.0013886870908096038,0.20103842159916926,0.30303030303030304
14490093,0.013700815165857614,0.006311687806886448,0.2360248447204969,0.29549549549549553
14490094,0.013520450068781373,0.00019750820774577996,0.325,0.3446153846153846
14496809,0.013167826201729625,0.0044226658134606574,0.19586448034723897,0.40723936277475303
14496813,0.01334098447412286,0.011962815988192741,0.20144675925925926,0.39496233521657254
14496814,0.01351705143159358,0.016534743125860483,0.20491803278688525,0.43620218579234976
14496820,0.01387097802315875,0.016310239171925308,0.16587771203155818,0.18573446327683615
14496823,0.013680117185390776,0.0004809747915855939,0.14251781472684086,0.10451977401129944
14556899,0.013420303832633792,0.0,0.24691358024691357,0.0
14556900,0.013427888878181003,0.0,0.2702702702702703,0.0
14556901,0.013612225572793776,0.00021047800585741031,0.24503311258278146,0.21771771771771772
14590154,0.013886987250145467,0.0067682696859784576,0.3448275862068966,0.5526315789473684
14590155,0.013697368333191165,0.000391709790640863,0.28205128205128205,0.1774891774891775
14615321,0.01733880995591226,0.017326865993450014,0.13533834586466165,0.17876564945226914
14615322,0.017277734639832627,0.020667459939404307,0.16389548693586697,0.17415814151747655
14615323,0.016960100944540906,0.005567940717151876,0.13465346534653466,0.022790459467369035
14615325,0.017170347459162485,0.013718932892057209,0.15526315789473685,0.13612896941359828
