osmnx_node_id,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,closeness_networkwide,betweenness_networkwide,EMB000,EMB001,EMB000pooled,EMB001pooled
605112.0,30.0,60.0,4.0,5580.28,93.00466666666668,2.533333333333333,23.0,2790.14,30.0,93.00466666666668,1.0401420548741442,0.01275716564256044,0.008170107636132322,0.9985685,0.9928131,0.45412406,0.8125229
605113.0,28.0,58.0,4.142857142857143,6056.463999999999,104.42179310344828,2.571428571428572,22.0,3028.2319999999995,29.0,104.42179310344828,1.0256621965771773,0.01308995971223878,0.008586125302333856,0.99521804,0.9981953,0.66991395,0.78070605
9832562.0,15.0,19.0,2.533333333333333,1896.415,99.8113157894737,3.0,15.0,1481.7270000000003,17.0,87.1604117647059,1.0202561273991206,0.014325027547311953,0.04300664653911438,-0.071116775,0.8818946,-0.4351659,0.06407223
9832563.0,16.0,20.0,2.5,2214.486,110.7243,3.0,16.0,1799.7980000000002,18.0,99.98877777777778,1.016863292023792,0.01432053754839854,0.023548240885140986,-0.4442741,0.80712265,-0.41291755,-0.010251798
9832572.0,33.0,52.0,3.1515151515151514,4271.059000000001,82.13575000000002,3.0303030303030303,32.0,3038.9020000000005,41.0,74.11956097560977,1.01855283571442,0.015438189345554878,0.027378453575045036,-0.9248345,0.32593015,-0.25383788,0.11641699
9832573.0,51.0,81.0,3.176470588235294,5088.537999999999,62.82145679012344,2.9411764705882355,48.0,3532.28,65.0,54.34276923076924,1.037078932077493,0.016271036985091636,0.054940562209711295,-0.83815837,0.12965296,-0.47778708,0.02448964
9832589.0,20.0,40.0,4.0,4879.2300000000005,121.98075,2.4,14.0,2439.615,20.0,121.98075,1.231618857775072,0.016674123898319536,0.03593950430117469,0.99998575,-0.104383804,-0.040231835,0.21707912
9832596.0,52.0,116.0,4.461538461538462,10288.667999999998,88.69541379310343,2.8653846153846154,47.0,5627.919999999998,63.0,89.33206349206347,1.0866406640424495,0.01749253770809767,0.03409714259359069,0.9998769,0.9976198,0.48339456,0.55768734
9832597.0,63.0,128.0,4.063492063492063,10469.286000000004,81.79129687500003,3.031746031746032,58.0,6221.353999999998,81.0,76.80683950617282,1.048397825823926,0.017578689528795502,0.04296424739893377,0.9999705,0.40289006,0.46262676,-0.022513784
9832598.0,67.0,128.0,3.82089552238806,9384.959999999995,73.31999999999998,3.1044776119402986,63.0,6035.678999999999,90.0,67.06309999999999,1.04900155910251,0.017850405112693233,0.061090368089089776,0.99989164,-0.9987961,0.35806113,-0.24142188
9832602.0,30.0,55.0,3.6666666666666665,4579.512999999999,83.26387272727271,2.7,23.0,3115.503,33.0,94.40918181818182,1.0126145643018625,0.017540580454448822,0.024919774637182097,0.30437005,-0.9423331,0.13474391,-0.13896115
9832603.0,19.0,31.0,3.263157894736842,2766.3540000000003,89.23722580645162,3.210526315789474,19.0,2193.175,22.0,99.68977272727273,1.013875309816224,0.01691734936952923,0.01519637272357347,0.89000493,-0.29299992,0.49083203,-0.098455295
9832607.0,113.0,201.0,3.557522123893805,11749.85,58.456965174129344,2.893805309734513,98.0,8725.607,151.0,57.785476821192056,1.0124740003788568,0.01744089225912006,0.006277101743868601,0.430503,-0.9997812,0.16788939,-0.2955171
9832609.0,28.0,51.0,3.642857142857143,4284.417,84.00817647058823,2.642857142857143,21.0,2967.9550000000004,31.0,95.74048387096776,1.0132300592612165,0.018149791656688268,0.04748715534691216,0.9964278,-0.964602,0.07629373,-0.13701843
9832614.0,114.0,203.0,3.56140350877193,11563.768,56.96437438423645,2.8771929824561404,98.0,8485.228000000001,151.0,56.19356291390729,1.0126997091526078,0.018165738223270035,0.04655839984666484,0.37867126,-0.9971765,0.17271534,-0.30218694
9832615.0,115.0,201.0,3.4956521739130437,11695.844999999998,58.18828358208954,2.869565217391304,98.0,8645.522,152.0,56.87843421052632,1.0132282745200103,0.017839073316975058,0.04655832626063679,0.23395209,-0.95212823,0.1857874,-0.3373103
9832616.0,123.0,216.0,3.5121951219512195,12341.387999999995,57.13605555555554,2.926829268292683,108.0,9355.547,167.0,56.02123952095808,1.0125599183821423,0.018095075461724758,0.03270201262939891,0.98719287,-0.99931574,0.15491065,-0.30623806
9832619.0,135.0,234.0,3.466666666666667,13601.399999999996,58.12564102564101,2.9407407407407407,121.0,10348.477,183.0,56.54905464480875,1.0268296239217427,0.017200045613790058,0.004942072497553817,0.47283617,-0.2910995,0.15502772,-0.37756824
9832624.0,134.0,240.0,3.582089552238806,12329.81199999999,51.37421666666663,2.9402985074626864,124.0,8864.562999999998,171.0,51.83954970760233,1.0310344721684397,0.017237392673953314,0.020576972573476168,-0.12704596,0.8931237,-0.12559007,-0.30949217
9832629.0,131.0,232.0,3.541984732824428,12284.491999999987,52.95039655172408,2.870229007633588,119.0,9067.757999999996,167.0,54.29795209580836,1.0301682059637778,0.016102866228889342,0.004751995161681639,-0.086036496,-0.47676557,-0.2020166,-0.3238683
9832634.0,129.0,233.0,3.612403100775194,13625.329999999987,58.47781115879823,2.868217054263566,114.0,9783.225,165.0,59.29227272727272,1.0344584501864178,0.017142618108264188,0.025983786775578367,-0.41958427,0.4008864,-0.05495883,-0.25243497
9832635.0,128.0,232.0,3.625,13332.146999999984,57.4661508620689,2.8515625,113.0,9542.994,163.0,58.54597546012271,1.0320965906349509,0.017444082054347387,0.025983860361606412,-0.2371859,0.9625453,-0.092712656,-0.2174558
9832637.0,121.0,218.0,3.603305785123967,12469.618999999988,57.200087155963246,2.925619834710744,111.0,9339.516000000003,159.0,58.73909433962266,1.0388423198118593,0.01636842233215255,0.008084153944080956,-0.81992745,-0.47880286,-0.12502769,-0.21470751
9832639.0,116.0,210.0,3.6206896551724137,12123.04999999999,57.728809523809474,2.8793103448275863,105.0,9184.442999999996,152.0,60.42396710526314,1.040637464354958,0.016642989981346317,0.008084227530109012,-0.99761146,-0.7177429,-0.18985528,-0.17041357
9832643.0,113.0,207.0,3.663716814159292,12302.610999999988,59.43290338164245,2.911504424778761,102.0,8933.298000000003,148.0,60.36012162162164,1.0364969288561652,0.01714585720755955,0.014567847551593507,-0.8193605,-0.29867777,-0.06552377,-0.26997417
9832645.0,76.0,135.0,3.5526315789473686,7885.265,58.409370370370375,3.1052631578947367,74.0,6146.826999999999,104.0,59.10410576923076,1.0658576167110154,0.017662876424408253,0.013721106495194065,0.92062783,-0.9996886,0.18180422,-0.58653456
9832649.0,98.0,175.0,3.571428571428572,11317.097,64.66912571428571,3.0510204081632653,92.0,8487.237000000001,133.0,63.8138120300752,1.1045046462077102,0.017683863818849642,0.018601059866219686,1.0,-0.99934274,0.1476934,-0.62981564
9832655.0,98.0,172.0,3.510204081632653,10865.302,63.17036046511628,3.0408163265306123,92.0,8277.165,132.0,62.70579545454546,1.0962156058636816,0.017564559262284105,0.010385666731686297,0.91167235,-0.99012476,0.110775985,-0.600179
9883491.0,53.0,99.0,3.7358490566037736,6738.117999999999,68.06179797979796,3.30188679245283,50.0,5217.017,79.0,66.03818987341772,1.0698183701310715,0.017518663194775057,0.054958587783158874,0.7855015,-0.9766812,0.53239095,-0.67485774
9883492.0,55.0,100.0,3.636363636363636,6871.889999999999,68.71889999999999,3.0727272727272728,47.0,5099.687000000001,74.0,68.9146891891892,1.0719471791588342,0.0167028974865999,0.033279242164273214,0.30476785,-0.92778015,0.47649375,-0.5235432
9883496.0,55.0,108.0,3.9272727272727272,8521.987000000003,78.90728703703707,2.8,44.0,5328.594,65.0,81.97836923076923,1.0290402323091474,0.016835786045626158,0.04372719516845549,0.9992997,-0.99807173,0.6526244,-0.11878772
9883498.0,68.0,131.0,3.852941176470588,8383.683,63.997580152671766,2.647058823529412,52.0,5408.140999999999,81.0,66.76717283950616,1.0286172722944205,0.01625549158240463,0.03181316117144973,0.51824105,0.05530132,0.31619444,-0.033065308
9899501.0,45.0,74.0,3.2888888888888888,5471.325999999999,73.93683783783783,3.2222222222222223,45.0,4994.228999999999,64.0,78.03482812499999,1.028750872839275,0.01678763856302466,0.0562022481817727,-0.05644305,0.96514636,0.23985375,-0.66510695
9899517.0,54.0,110.0,4.074074074074074,10157.157,92.3377909090909,2.888888888888889,49.0,5743.499999999998,68.0,84.46323529411762,1.061926226785138,0.01742052374118356,0.023468878124424466,-0.9976128,-0.7218509,0.2881048,-0.15546408
9899519.0,55.0,113.0,4.109090909090909,10858.323,96.09135398230087,2.890909090909091,50.0,6131.583999999998,70.0,87.59405714285711,1.0633365556317351,0.01749808929586199,0.027785410244114638,-0.99761146,-0.7177429,0.3280009,-0.1505151
9899524.0,77.0,149.0,3.8701298701298703,11279.901000000003,75.70403355704701,2.9220779220779223,73.0,6644.377000000002,92.0,72.2214891304348,1.031837465396399,0.017131268432228404,0.025031323991426803,-0.44277513,0.95402515,0.010421902,0.5087669
9899525.0,68.0,140.0,4.117647058823529,10695.814000000002,76.39867142857145,2.8823529411764706,63.0,5879.871000000001,83.0,70.84181927710844,1.026857358946645,0.01721715614075285,0.039452158879586335,0.9999987,0.5441583,0.23433438,0.43287516
9899527.0,46.0,101.0,4.391304347826087,9154.561000000009,90.63921782178228,2.782608695652174,39.0,4737.413000000002,54.0,87.7298703703704,1.014091314174251,0.017488651351535902,0.07854139092555802,0.9999674,-0.9643432,0.59743917,0.18994871
9899529.0,47.0,109.0,4.638297872340425,9275.732999999998,85.09846788990824,3.021276595744681,43.0,4905.255,58.0,84.57336206896552,1.10103750297675,0.017246515780239075,0.03713262602457335,0.86716264,-0.999249,0.6407056,-0.32172695
9920433.0,53.0,81.0,3.056603773584906,5336.101000000001,65.87779012345679,2.9245283018867925,49.0,4336.638,67.0,64.72594029850747,1.0133168659992848,0.016546006765591467,0.04250928981597854,0.605773,0.63215303,-0.26645964,-0.13060789
9920435.0,47.0,74.0,3.148936170212766,5383.239,72.74647297297297,2.9574468085106385,44.0,4382.112999999999,61.0,71.83791803278687,1.0187154338099682,0.01575484800694529,0.04466908653397193,-0.7298565,-0.017029624,-0.14697686,-0.039018463
9920438.0,47.0,76.0,3.234042553191489,5446.117,71.65943421052631,2.9574468085106385,44.0,4309.44,61.0,70.64655737704918,1.0121056522853484,0.016009017921558854,0.044669160119999975,-0.99689955,-0.5930833,-0.074513055,-0.07944428
9920440.0,45.0,75.0,3.333333333333333,5745.918,76.61224,2.955555555555556,42.0,4384.718999999999,60.0,73.07864999999998,1.0120615566001208,0.016297459341070762,0.04399271832440687,-0.24534675,0.86903596,0.045108166,-0.0028420025
9920441.0,33.0,56.0,3.393939393939394,4740.603,84.653625,2.8181818181818183,30.0,3379.404,41.0,82.42448780487805,1.0106105706867723,0.015188188643548256,0.04147869232943073,-0.8213737,-0.3327562,-0.13138571,0.25146827
9920444.0,45.0,75.0,3.333333333333333,6861.772999999999,91.49030666666664,2.977777777777778,42.0,5490.868999999999,59.0,93.06557627118642,1.0115743075183292,0.01591794401601225,0.04045102324962716,0.30139402,-0.9979142,0.13207018,0.062543884
9920445.0,57.0,93.0,3.263157894736842,7431.498,79.90858064516128,2.982456140350877,54.0,6007.615999999999,76.0,79.04757894736841,1.0113827636383907,0.01607592338480512,0.04279000284141189,-0.1746954,0.42975315,0.032859623,-0.033929862
9920446.0,62.0,100.0,3.225806451612903,6680.138000000001,66.80138000000001,2.967741935483871,59.0,5238.751,82.0,63.88720731707318,1.0124231033541908,0.0163406455906565,0.042790076427439955,-0.19492419,0.9324738,-0.13987182,-0.046425115
9920447.0,57.0,89.0,3.12280701754386,5760.125,64.72050561797752,2.929824561403509,53.0,4583.304999999999,73.0,62.78499999999999,1.0129254018469305,0.0162746442011356,0.04250921622995048,-0.12932102,0.3950821,-0.22715117,-0.12877123
9920452.0,55.0,104.0,3.7818181818181817,6990.224999999999,67.21370192307691,3.2545454545454544,51.0,5356.515,82.0,65.32335365853659,1.067909420493974,0.017906667232665926,0.022851497365089526,0.8778632,-0.9991938,0.50305474,-0.6765321
9920457.0,56.0,112.0,4.0,9451.11,84.38491071428571,2.767857142857143,44.0,5748.392999999999,66.0,87.09686363636362,1.0268531776167882,0.016939016573535772,0.048651225735594765,0.99998605,-0.99973536,0.68830335,-0.098383054
9920473.0,23.0,51.0,4.434782608695652,5936.930999999999,116.41041176470586,3.0,22.0,3066.829,27.0,113.58625925925926,1.0715119420219217,0.015016094807295792,0.02622267396093889,0.99999136,0.94289696,0.81259674,0.0030166379
9920478.0,48.0,95.0,3.9583333333333335,8300.949999999999,87.37842105263157,2.9166666666666665,44.0,4371.149999999999,59.0,74.0872881355932,1.0093613337472322,0.014233216151240905,0.028569105224717957,0.99992293,0.975132,0.29121298,0.051616367
9920479.0,53.0,110.0,4.150943396226415,8795.968999999997,79.96335454545452,2.8867924528301887,48.0,4650.717999999998,65.0,71.54950769230766,1.005644687640014,0.01375693997760095,0.012494212688004987,0.9991205,0.9982788,0.43353835,0.34223643
9920486.0,15.0,23.0,3.066666666666667,852.1719999999998,37.05095652173912,3.2,15.0,693.1359999999999,19.0,36.48084210526315,1.0012559767579634,0.011813572939835015,0.0,0.80691916,-0.044373978,-0.09458789,-0.43098924
9920510.0,59.0,121.0,4.101694915254237,9848.070999999998,81.38901652892561,2.9661016949152543,55.0,5479.803,73.0,75.06579452054794,1.0219197350066676,0.012656791994847358,0.005949238841658617,0.2287192,-0.95357704,0.562065,0.2387407
9922686.0,123.0,215.0,3.4959349593495936,12184.396999999995,56.671613953488354,2.926829268292683,108.0,9283.448,167.0,55.58950898203593,1.0126616920238822,0.018108340855550485,0.032850904193058424,0.41110855,-0.9994306,0.15120363,-0.327212
9922687.0,122.0,211.0,3.459016393442623,11866.862,56.24105213270142,2.89344262295082,105.0,8992.535,163.0,55.1689263803681,1.014369828938529,0.017955781200478717,0.023063271594320495,0.37578475,-0.99722695,0.14937876,-0.32145852
9922689.0,130.0,225.0,3.4615384615384617,12975.199999999995,57.66755555555554,2.9692307692307693,118.0,9943.931,177.0,56.18040112994351,1.0261722078307138,0.016956953647597934,0.02229120722348206,0.62760377,-0.8825141,0.1368544,-0.3723017
9922690.0,123.0,213.0,3.463414634146341,12510.953999999994,58.73687323943659,2.975609756097561,111.0,9568.291999999998,168.0,56.95411904761903,1.027290985038747,0.01723586930539828,0.020519622474357516,0.9875919,0.19252072,0.20147978,-0.36479703
9922696.0,96.0,175.0,3.6458333333333335,10726.893,61.29653142857143,2.96875,85.0,8319.848000000002,130.0,63.99883076923079,1.0698885140431893,0.017750405016673743,0.006076852611079023,0.69028115,-0.9889652,0.43228948,-0.5810239
9922698.0,91.0,168.0,3.692307692307693,11205.091,66.69697023809525,3.0,82.0,8358.673,121.0,69.07994214876034,1.070259233675886,0.017404536691921827,0.0053433854573097005,-0.8197335,-0.48343968,0.46209434,-0.5304454
9922700.0,88.0,164.0,3.727272727272727,11355.745,69.2423475609756,2.988636363636364,79.0,8016.102000000001,114.0,70.31668421052632,1.0716630877334166,0.01806925252091429,0.005922790661048306,0.90321964,-0.9972518,0.36337265,-0.4705267
9922701.0,92.0,174.0,3.782608695652174,11639.202000000005,66.8919655172414,2.847826086956522,79.0,7651.398000000001,114.0,67.11752631578948,1.0775690503532651,0.017764739398528972,6.77993694099723e-05,-0.32571355,0.93578297,0.26965317,-0.4116806
9922703.0,90.0,180.0,4.0,12180.002000000006,67.6666777777778,2.9,78.0,7692.533000000002,114.0,67.47835964912282,1.0654846444073032,0.018324676968957728,0.013549175266766616,0.9999994,-0.6313967,0.47194538,-0.4924837
9922705.0,75.0,163.0,4.346666666666667,11953.996,73.33739877300613,2.92,67.0,7071.9850000000015,96.0,73.66651041666668,1.0707454263657443,0.018150169810961497,0.002114515550987108,-0.41457826,0.9942553,0.47782034,-0.32853654
9922712.0,43.0,97.0,4.511627906976744,8126.567000000005,83.77904123711345,2.953488372093023,38.0,4511.265000000001,55.0,82.02300000000002,1.028041098127043,0.018610987812485758,0.04044406017795764,0.99999994,-0.99988985,0.6230906,-0.5081457
9922716.0,17.0,35.0,4.117647058823529,3527.038,100.77251428571428,2.9411764705882355,16.0,1853.481,19.0,97.55163157894738,1.0016595432283408,0.01858102993425361,0.02077070229389768,0.99760914,-0.9862784,0.32796195,-0.53422487
9922717.0,21.0,40.0,3.809523809523809,4152.217,103.805425,3.0476190476190474,19.0,2556.6600000000003,24.0,106.52750000000002,1.0203593496259349,0.01855230091111193,0.016355176060697148,0.9998639,-0.9986341,0.7285314,-0.68947977
9922718.0,26.0,48.0,3.692307692307693,4989.702,103.952125,3.1153846153846154,24.0,3179.8319999999994,29.0,109.6493793103448,1.0397213046580638,0.018354792955604465,0.017052481169883272,0.7300898,-0.98618114,0.59285945,-0.7071803
9922722.0,28.0,37.0,2.642857142857143,3305.781,89.34543243243243,2.9285714285714284,26.0,3026.014,33.0,91.69739393939396,1.042102689028977,0.018660129084761792,0.03207648776829198,0.12799752,0.87766546,-0.18353243,-0.09189848
9922725.0,33.0,44.0,2.6666666666666665,3383.7730000000006,76.90393181818183,3.060606060606061,32.0,2983.3760000000007,41.0,72.76526829268295,1.0433849971746108,0.017984151345649048,0.03207626701020783,-0.08612643,0.43007633,-0.059804782,-0.28971523
9922726.0,33.0,46.0,2.787878787878788,3467.568,75.38191304347825,3.0303030303030303,31.0,2865.2940000000003,41.0,69.88521951219514,1.0322538274717148,0.018909807533880416,0.038480912462145724,0.99629146,-0.96547765,0.03456727,-0.36768255
9922730.0,38.0,56.0,2.9473684210526314,4045.864999999999,72.24758928571427,3.026315789473684,36.0,3166.566,49.0,64.62379591836735,1.0345116469953766,0.01795568250627891,0.02918050087343453,0.8252267,0.054927558,0.026650636,-0.32818237
9922734.0,45.0,75.0,3.333333333333333,6211.487999999997,82.81983999999996,3.066666666666667,43.0,4030.948999999999,59.0,68.3211694915254,1.124738885240877,0.018546034033606894,0.07211924396974258,0.98366004,-0.9989081,0.21506387,-0.5038823
9922740.0,37.0,77.0,4.162162162162162,7408.342999999995,96.21224675324667,2.702702702702702,29.0,3885.006,41.0,94.756243902439,1.0214568956398018,0.017972080615380054,0.008619692947243454,0.3658282,-0.18613264,0.6150504,-0.016237788
9922746.0,37.0,83.0,4.486486486486487,7915.152,95.36327710843372,2.756756756756757,30.0,4142.131,43.0,96.32862790697676,1.016379539342796,0.017720579847304987,0.011455764744790627,1.0,-0.9994851,0.62187,-0.0857979
9922755.0,54.0,111.0,4.111111111111111,8675.624999999998,78.15878378378376,2.537037037037037,40.0,4557.294999999999,60.0,75.95491666666665,1.0281517839131986,0.017189275518625664,0.008119765391879573,0.44916,0.47232115,0.46733382,0.19203211
9922756.0,60.0,127.0,4.233333333333333,10035.176,79.01713385826771,2.566666666666667,45.0,5448.450999999999,70.0,77.83501428571428,1.0257905590722949,0.01766335394270224,0.068942322820195,0.9999847,0.46939546,0.55363244,0.17628925
9922757.0,56.0,117.0,4.178571428571429,8756.673999999995,74.84336752136748,2.607142857142857,43.0,4809.199999999999,65.0,73.98769230769228,1.021094777024064,0.017403076350316547,0.010089481133875545,0.9971601,-0.69104314,0.42790714,0.14350782
9922763.0,33.0,46.0,2.787878787878788,3467.568,75.38191304347825,3.0303030303030303,31.0,2865.2940000000003,41.0,69.88521951219514,1.0322538274717148,0.01859612913159128,0.032562799662911604,0.42023036,-0.9997116,0.03456727,-0.36768255
9922780.0,49.0,69.0,2.816326530612245,4972.772000000001,72.06915942028986,2.959183673469388,45.0,3991.4919999999993,56.0,71.27664285714285,1.0336799748697625,0.017261005166328558,0.028728745315287973,-0.08266812,-0.09008713,-0.022598762,-0.21033695
9922789.0,68.0,93.0,2.735294117647059,6282.635,67.55521505376345,2.8088235294117645,59.0,5497.945000000002,80.0,68.72431250000002,1.035728784405337,0.017639128628234538,0.039502938630702145,0.24085116,0.7555599,-0.11208373,-0.15439881
9922797.0,75.0,118.0,3.1466666666666665,7992.886000000005,67.73632203389835,2.986666666666667,69.0,6576.433000000004,100.0,65.76433000000003,1.0208726176256298,0.017899014370518215,0.03400383832824865,-0.24388024,-0.75173444,0.09509575,-0.48378628
9922798.0,85.0,137.0,3.223529411764706,8775.885,64.05755474452555,2.988235294117647,79.0,6852.264000000004,113.0,60.63950442477879,1.022623808315276,0.018095125577841507,0.010814711548817406,0.4397218,-0.99967307,0.0770575,-0.51676583
