osmnx_node_id,EMB000,EMB001
194811,1.0212053,-0.07704546
194825,0.9808424,-0.046609826
194829,0.9596661,-0.043141317
352856,1.0472031,-0.06781481
352863,1.0549815,-0.059804622
353017,1.0088838,0.0152560575
353018,0.99082786,-0.07611478
353070,0.9303717,-0.041597016
353367,1.1383011,-0.13643134
363410,1.1032817,-0.09869741
378557,0.97796273,-0.071752936
405546,-0.15401624,-0.37912858
405569,-0.70271593,0.5496593
405573,-0.83955014,0.33074108
405574,0.07387479,0.11032687
405575,0.6037517,0.842074
405578,0.7877596,0.9342105
405590,-0.7025743,0.5416414
405591,-0.36141124,0.36007097
405593,-0.6980402,0.25325698
405735,-0.353613,0.33924958
405739,-0.3849182,0.3563621
405742,-0.20332024,0.24038857
405750,-0.45511976,0.5070991
405751,0.7976732,0.8951287
405757,-0.19885856,0.67132264
405774,-0.34938765,0.755311
405777,-0.3881222,0.040014226
411029,0.6835801,0.9934617
411035,-0.7071175,0.55506563
411036,-0.6800176,0.4780845
411037,-0.62813437,0.48893985
411038,-0.8430756,0.50327736
411039,-0.62066674,0.32408172
411040,-0.68141985,-0.08784013
411041,-0.9931273,0.3301011
411044,-0.40713608,0.15578325
411046,-0.6358757,0.53951395
411051,-0.4920161,0.5971715
411054,-0.11412283,0.8116497
411056,0.3571184,0.7543753
411061,-0.25694412,0.8051692
411074,0.14865693,0.61835843
411086,-0.24211638,0.67832947
411087,0.031849638,0.4485771
411095,-0.12518908,0.4167482
411105,-0.68502957,0.095994875
411107,-0.15959175,0.52409494
411118,-0.15959175,0.52409494
411119,-0.20989323,0.5255912
411120,-0.6625705,0.55296147
411122,-0.6625705,0.5529615
411123,-0.3346621,0.6016351
411124,-0.60853356,0.4750807
411131,-0.0934059,0.8169688
411132,-0.09340592,0.8169688
411143,0.56907797,0.3311802
411144,0.23375924,0.7636658
411147,-0.06848994,0.83768445
411148,-0.24671866,0.40511662
411183,-0.3003606,0.3452072
411184,-0.03544057,0.4303113
411186,0.09233626,0.12950234
411388,-0.5230445,0.670781
411414,-0.49053198,0.6250884
411415,-0.067516536,0.59256864
411416,-0.58699334,0.5805034
411418,-0.22359885,0.06691647
411419,0.0061012823,0.21461512
411420,-0.04844793,0.7713059
411425,0.0686749,0.054320224
411426,0.067668155,-0.07560472
411431,0.28319773,0.89344174
411456,-0.34355327,0.38221365
411457,-0.43386725,0.3006174
411465,-0.3128815,0.65018725
411475,-0.4711351,0.8177009
411476,0.13549283,0.7400162
411478,0.06892316,0.7430318
411482,-0.0643407,0.44457313
411484,0.52514434,0.5640781
411487,0.6963211,0.8869411
411490,0.9304115,0.5281852
411491,0.32063046,0.84631324
411492,0.49375838,0.9643426
425668,0.45665434,0.6523898
425669,0.4784249,0.8777368
425670,0.631593,0.8422174
425671,0.75115,0.84053296
425674,1.0016692,0.73958045
425688,0.7135565,0.9912346
425689,-0.19829082,1.1031439
425690,0.1617274,0.98659456
425698,-0.09454296,1.0934813
425702,-0.22844514,0.19407159
428847,-0.2157226,0.663107
429470,0.70562565,0.26171452
429492,0.83007973,0.2568068
430362,0.18806435,0.48554033
430370,0.108151436,0.32077935
430384,-0.42401716,0.39185566
