closeness_egograph,betweenness_egograph,node_id
0.017546021219946122,0.022253636119591517,10023637
0.016821936495645975,0.005945695059662114,10023639
0.018137648682145843,0.02108134040633344,10033761
0.017024712620662383,0.017328576552353706,10033770
0.016945782479437763,0.006535246458521181,10033771
0.016938028500647965,0.009937322678852927,10033774
0.016399030453851,0.012319992105542483,10033780
0.01587860028389372,0.009964519706835857,10033783
0.016208630967576906,0.05602126970964258,10033800
0.01607495433260429,0.06231310472294922,10033803
0.01581899041563185,0.06340001716181859,10033804
0.01555914702827896,0.005532919010660832,10033811
0.014835685970061022,0.004306772746401212,10033819
0.014406490550941464,0.004305889714064544,10033821
0.014617120946524216,0.0043066991603731555,10033823
0.014200300865392191,0.004305816128036487,10033824
0.01400007998404067,0.004156459132938471,10033825
0.014367112498583709,0.01096313607350196,10033828
0.01396318786621755,0.0005823190114791655,10033829
0.01372647667797084,0.023547872955000708,10036680
0.015564985113964548,0.030380378591411607,10036681
0.01448259041867899,0.023570095935473483,10036684
0.014116783490891505,0.02354816729911293,10036685
0.014917422113999696,0.023570537451641813,10036686
0.011611639090850775,0.008167624579390754,1016208840
0.017815286880596692,0.013014371306205683,1024927237
0.0108529843953302,0.0,1025682742
0.010735552847739362,0.0,1025682759
0.013649180078450774,0.005616629302014327,1026029518
0.013585025604450079,0.0046171342456068545,1026029537
0.01558574110085065,0.00025516169077943653,1026405072
0.015792243990752533,0.0,1026405081
0.016435849621679207,0.004078469833655595,1026405100
0.01707110869525801,0.032074252939257544,1026405118
0.01565601081800941,0.0024373903970193217,1026405121
0.016028281904588534,0.0003999533975411507,1026405139
0.016047828805889553,0.010398676265180226,1026405153
0.015449561060680383,0.00036582349589658387,1026405174
0.015041001907353016,0.0008944438314791201,1026420601
0.014598194467063614,0.0,1026420606
0.015499994843628786,0.0008572120528532236,1026420613
0.01524515839404936,0.00021963029677996663,1026420625
0.01488196511892895,0.0,1026420651
0.01534478684694551,0.0020859035140452973,1026420684
0.014664397461722154,0.0,1026420752
0.014450877874424376,0.0,1026420762
0.015221308560074524,0.0,1026420766
0.015508162553168907,0.002665027497158118,1026420800
0.01481632403141335,0.00029821586939073237,1026420851
0.015480970271310983,0.0008904558185322419,1026420854
0.014664594949834046,0.00029821586939073237,1026420865
0.01547990656944285,0.001370850124948551,1026420969
0.014664397461722154,0.0,1026421013
0.015111291758584477,0.0014903548076004992,1026421054
0.01512624806452941,0.0005203019629748896,1026421089
0.015967623097247207,0.0007812361828530377,1026421151
0.014450877874424376,0.0,1026421166
0.014450877874424376,0.0,1026421170
0.01488196511892895,0.0,1026421173
0.014598194467063614,0.0,1026421182
0.01650529397880765,0.0005345264604928767,1026421205
0.014884185778963853,0.0,1026421207
0.015868708000107326,0.0005937973010746432,1026421243
0.014598194467063614,0.0,1026421245
0.015163108815707826,0.0005211912963562864,1026421274
0.015458297432668456,0.0,1026421285
0.015499332973959778,0.001307461837644437,1026421307
0.014450877874424376,0.0,1026421313
0.015108723302705376,0.00029821586939073237,1026421321
0.015703348767564473,0.0014203964804792959,1026421323
0.014598194467063614,0.0,1026421326
0.015508585889748749,0.0009049087833277002,1026421329
0.015342426631612019,0.00045232141176030006,1026421330
0.014884185778963853,0.0,1026421357
0.014884660509823514,0.0008944438314791201,1026421360
0.01635877063227443,0.0038779841470881777,1026421370
0.014756690223789632,0.0,1026421414
0.01481632403141335,0.00029821586939073237,1026421466
0.015882749841408285,0.0041875447937246854,1026421484
0.015221308560074524,0.0,1026421519
0.014664594949834046,0.00029821586939073237,1026421527
0.015276009045014942,0.0002944507949523631,1026421536
0.015261432564311915,0.0,1026421538
0.015580834875114918,0.001035172969279929,1026421593
0.015947901152524466,0.0015710378946925086,1026421595
0.015585462255234482,0.006611976477553254,1026421599
0.015458608322409284,0.00029821586939073237,1026421639
0.01654747348942194,0.004917112905375515,1026421653
0.015580054623981907,0.002485030034413076,1026421704
0.015272456028032557,0.0016218310320481044,1026421755
0.015111012156409769,0.00029821586939073237,1026421760
0.016724553634723967,0.00192061290480579,1026421764
0.014884524869344959,0.00029821586939073237,1026421768
0.01570310343989297,0.0026147958008281187,1026421775
0.01554252786354647,0.0010284730282611554,1026421816
0.0161003265824676,0.001040924920498944,1026446609
0.01667767792345166,0.0019760255320145927,1026446612
0.015929839558864362,0.00016649675618675593,1026446617
0.01626451563290699,0.0008152113961113877,1026446629
0.01638439002291386,0.011842695662312316,1026446632
0.01564826757579185,0.0006746945435770873,1026446648
0.01581198439128986,0.00016134384870775177,1026446668
0.01560118612475778,5.3343280244858096e-05,1026446673
0.016401644629156754,0.0035602220356914767,1026446685
