0,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_id
,32.0,52.0,3.25,4094.555999999999,78.74146153846152,2.65625,"{0: 0, 1: 6, 2: 0, 3: 25, 4: 1}","{0: 0.0, 1: 0.1875, 2: 0.0, 3: 0.78125, 4: 0.03125}",26.0,2547.691999999999,36.0,70.7692222222222,1.0460821021383557,0.0,297645664.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,65.0,139.0,4.276923076923077,10615.943999999994,76.37369784172658,2.6307692307692307,"{0: 0, 1: 18, 2: 0, 3: 35, 4: 12}","{0: 0.0, 1: 0.27692307692307694, 2: 0.0, 3: 0.5384615384615384, 4: 0.18461538461538463}",47.0,5800.091,74.0,78.37960810810812,1.0047669709674631,0.0,298259580.0
,58.0,120.0,4.137931034482759,9618.071999999998,80.15059999999998,2.6724137931034484,"{0: 0, 1: 15, 2: 0, 3: 32, 4: 11}","{0: 0.0, 1: 0.25862068965517243, 2: 0.0, 3: 0.5517241379310345, 4: 0.1896551724137931}",43.0,5261.323000000003,64.0,82.20817187500005,1.0137150050244566,0.0,298259582.0
,34.0,74.0,4.352941176470588,6933.574000000003,93.69694594594598,2.735294117647059,"{0: 0, 1: 5, 2: 0, 3: 28, 4: 1}","{0: 0.0, 1: 0.14705882352941177, 2: 0.0, 3: 0.8235294117647058, 4: 0.029411764705882353}",29.0,3466.787,37.0,93.69694594594594,1.0216950678672276,0.0,298259585.0
,26.0,56.0,4.3076923076923075,5186.01,92.60732142857144,2.730769230769231,"{0: 0, 1: 4, 2: 0, 3: 21, 4: 1}","{0: 0.0, 1: 0.15384615384615385, 2: 0.0, 3: 0.8076923076923077, 4: 0.038461538461538464}",22.0,2593.005,28.0,92.60732142857144,1.0272628687086824,0.0,298259592.0
,16.0,20.0,2.5,2277.81,113.8905,3.0,"{0: 0, 1: 0, 2: 0, 3: 16}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 1.0}",16.0,1863.1220000000003,18.0,103.5067777777778,1.0169230314734763,0.0,298580133.0
,13.0,29.0,4.461538461538462,3964.7340000000004,136.71496551724138,3.0,"{0: 0, 1: 0, 2: 0, 3: 13}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 1.0}",13.0,2056.2450000000003,15.0,137.08300000000003,1.188615015732918,0.0,298580337.0
,25.0,41.0,3.28,4145.19,101.10219512195121,2.92,"{0: 0, 1: 1, 2: 0, 3: 24}","{0: 0.0, 1: 0.04, 2: 0.0, 3: 0.96}",24.0,2687.797,30.0,89.59323333333333,1.0778253773428008,0.0,298580339.0
,28.0,62.0,4.428571428571429,7464.042,120.3877741935484,2.7142857142857144,"{0: 0, 1: 4, 2: 0, 3: 24}","{0: 0.0, 1: 0.14285714285714285, 2: 0.0, 3: 0.8571428571428571}",24.0,3732.0209999999997,31.0,120.38777419354838,1.0344006311425242,0.0,298580433.0
,39.0,76.0,3.8974358974358974,6483.707999999997,85.31194736842102,2.3076923076923075,"{0: 0, 1: 14, 2: 0, 3: 24, 4: 1}","{0: 0.0, 1: 0.358974358974359, 2: 0.0, 3: 0.6153846153846154, 4: 0.02564102564102564}",25.0,3241.8539999999994,38.0,85.31194736842103,1.0202647318492708,0.0,298580513.0
,21.0,46.0,4.380952380952381,5160.870000000001,112.19282608695654,2.619047619047619,"{0: 0, 1: 4, 2: 0, 3: 17}","{0: 0.0, 1: 0.19047619047619047, 2: 0.0, 3: 0.8095238095238095}",17.0,2580.4349999999995,23.0,112.1928260869565,1.0423869862385546,0.0,298580516.0
,48.0,94.0,3.9166666666666665,6876.671999999997,73.15608510638295,2.3541666666666665,"{0: 0, 1: 17, 2: 0, 3: 28, 4: 3}","{0: 0.0, 1: 0.3541666666666667, 2: 0.0, 3: 0.5833333333333334, 4: 0.0625}",31.0,3438.3359999999993,47.0,73.15608510638296,1.0169267295832702,0.0,298580613.0
,30.0,60.0,4.0,5547.179999999999,92.45299999999999,2.6666666666666665,"{0: 0, 1: 7, 2: 0, 3: 19, 4: 4}","{0: 0.0, 1: 0.23333333333333334, 2: 0.0, 3: 0.6333333333333333, 4: 0.13333333333333333}",23.0,2773.59,30.0,92.453,1.0055811263347891,0.0,298580887.0
,29.0,58.0,4.0,5186.9400000000005,89.43,2.5517241379310347,"{0: 0, 1: 8, 2: 0, 3: 18, 4: 3}","{0: 0.0, 1: 0.27586206896551724, 2: 0.0, 3: 0.6206896551724138, 4: 0.10344827586206896}",21.0,2593.4699999999993,29.0,89.42999999999998,1.006746592674881,0.0,298580946.0
,25.0,50.0,4.0,4785.704,95.71408,2.44,"{0: 0, 1: 8, 2: 0, 3: 15, 4: 2}","{0: 0.0, 1: 0.32, 2: 0.0, 3: 0.6, 4: 0.08}",17.0,2392.852,25.0,95.71408,1.004829132597585,0.0,298580964.0
,31.0,68.0,4.387096774193548,8281.258000000002,121.78320588235296,2.6774193548387095,"{0: 0, 1: 5, 2: 0, 3: 26}","{0: 0.0, 1: 0.16129032258064516, 2: 0.0, 3: 0.8387096774193549}",26.0,4140.629,34.0,121.78320588235295,1.0622007924515573,0.0,298586986.0
,35.0,74.0,4.228571428571429,8441.614000000003,114.07586486486491,2.5714285714285716,"{0: 0, 1: 8, 2: 0, 3: 26, 4: 1}","{0: 0.0, 1: 0.22857142857142856, 2: 0.0, 3: 0.7428571428571429, 4: 0.02857142857142857}",27.0,4220.807,37.0,114.07586486486485,1.0315266391497675,0.0,298586988.0
,30.0,64.0,4.266666666666667,7181.732000000001,112.21456250000001,2.6,"{0: 0, 1: 6, 2: 0, 3: 24}","{0: 0.0, 1: 0.2, 2: 0.0, 3: 0.8}",24.0,3590.866,32.0,112.2145625,1.080023495368683,0.0,298587005.0
,13.0,22.0,3.3846153846153846,2288.1600000000003,104.00727272727273,2.5384615384615383,"{0: 0, 1: 3, 2: 0, 3: 10}","{0: 0.0, 1: 0.23076923076923078, 2: 0.0, 3: 0.7692307692307693}",10.0,1268.374,12.0,105.69783333333334,1.055117911513332,0.0,298587021.0
,17.0,27.0,3.176470588235294,3513.4339999999993,130.12718518518517,2.5294117647058822,"{0: 0, 1: 4, 2: 0, 3: 13}","{0: 0.0, 1: 0.23529411764705882, 2: 0.0, 3: 0.7647058823529411}",13.0,2055.6500000000005,16.0,128.47812500000003,1.0668818518282055,0.0,298587027.0
,10.0,13.0,2.6,2004.9300000000003,154.22538461538463,2.6,"{0: 0, 1: 2, 2: 0, 3: 8}","{0: 0.0, 1: 0.2, 2: 0.0, 3: 0.8}",8.0,1447.867,9.0,160.87411111111112,1.0308656839246249,0.0,298587028.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,27.0,42.0,3.111111111111111,4023.0440000000017,95.78676190476195,3.185185185185185,"{0: 0, 1: 0, 2: 0, 3: 22, 4: 5}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.8148148148148148, 4: 0.18518518518518517}",27.0,2952.2420000000016,35.0,84.34977142857147,1.061539986638108,0.0,298587277.0
,20.0,32.0,3.2,3004.8620000000005,93.90193750000002,3.3,"{0: 0, 1: 0, 2: 0, 3: 14, 4: 6}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.7, 4: 0.3}",20.0,2370.4990000000003,29.0,81.74134482758622,1.0556749541939827,0.0,298587284.0
,31.0,50.0,3.225806451612903,4080.7020000000007,81.61404000000002,3.225806451612903,"{0: 0, 1: 0, 2: 0, 3: 24, 4: 7}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.7741935483870968, 4: 0.22580645161290322}",31.0,3239.1470000000004,43.0,75.32900000000001,1.0476593221282948,0.0,298587288.0
,25.0,54.0,4.32,5182.746000000003,95.97677777777783,2.8,"{0: 0, 1: 3, 2: 0, 3: 21, 4: 1}","{0: 0.0, 1: 0.12, 2: 0.0, 3: 0.84, 4: 0.04}",22.0,2591.373,27.0,95.97677777777778,1.0503123927734543,0.0,298587880.0
,50.0,100.0,4.0,6519.782999999998,65.19782999999998,2.62,"{0: 0, 1: 10, 2: 0, 3: 39, 4: 1}","{0: 0.0, 1: 0.2, 2: 0.0, 3: 0.78, 4: 0.02}",40.0,3357.7929999999997,58.0,57.89298275862068,1.0390828016636504,0.0,298587887.0
,35.0,74.0,4.228571428571429,6209.173999999996,83.90775675675671,2.5142857142857142,"{0: 0, 1: 9, 2: 0, 3: 25, 4: 1}","{0: 0.0, 1: 0.2571428571428571, 2: 0.0, 3: 0.7142857142857143, 4: 0.02857142857142857}",26.0,3104.587,37.0,83.90775675675675,1.0429699836173185,0.0,298587905.0
,39.0,87.0,4.461538461538462,7925.844999999998,91.10166666666665,2.8974358974358974,"{0: 0, 1: 6, 2: 0, 3: 25, 4: 8}","{0: 0.0, 1: 0.15384615384615385, 2: 0.0, 3: 0.6410256410256411, 4: 0.20512820512820512}",33.0,4104.389999999999,45.0,91.20866666666666,1.0042317270040864,0.0,302067277.0
,41.0,92.0,4.487804878048781,8300.035,90.21777173913043,2.7804878048780486,"{0: 0, 1: 6, 2: 0, 3: 32, 4: 3}","{0: 0.0, 1: 0.14634146341463414, 2: 0.0, 3: 0.7804878048780488, 4: 0.07317073170731707}",35.0,4232.309999999999,47.0,90.04914893617018,1.0046742626794691,0.0,302067279.0
,40.0,87.0,4.35,7894.699999999999,90.74367816091953,2.775,"{0: 0, 1: 6, 2: 0, 3: 31, 4: 3}","{0: 0.0, 1: 0.15, 2: 0.0, 3: 0.775, 4: 0.075}",34.0,4131.0109999999995,45.0,91.80024444444443,1.004028350132295,0.0,302067280.0
,39.0,79.0,4.051282051282051,5232.249999999998,66.23101265822783,2.358974358974359,"{0: 0, 1: 13, 2: 0, 3: 25, 4: 1}","{0: 0.0, 1: 0.3333333333333333, 2: 0.0, 3: 0.6410256410256411, 4: 0.02564102564102564}",26.0,2829.0399999999995,41.0,69.00097560975608,1.0291210543288045,0.0,303298063.0
,33.0,69.0,4.181818181818182,4609.954999999997,66.81094202898547,2.242424242424242,"{0: 0, 1: 13, 2: 0, 3: 19, 4: 1}","{0: 0.0, 1: 0.3939393939393939, 2: 0.0, 3: 0.5757575757575758, 4: 0.030303030303030304}",20.0,2396.1949999999997,35.0,68.46271428571428,1.0345612939408781,0.0,303298079.0
,35.0,71.0,4.057142857142857,4853.3499999999985,68.3570422535211,2.2857142857142856,"{0: 0, 1: 13, 2: 0, 3: 21, 4: 1}","{0: 0.0, 1: 0.37142857142857144, 2: 0.0, 3: 0.6, 4: 0.02857142857142857}",22.0,2639.5899999999997,37.0,71.34027027027027,1.0312764596065354,0.0,303298108.0
,32.0,66.0,4.125,4046.951999999998,61.31745454545452,2.21875,"{0: 0, 1: 13, 2: 0, 3: 18, 4: 1}","{0: 0.0, 1: 0.40625, 2: 0.0, 3: 0.5625, 4: 0.03125}",19.0,2023.4759999999999,33.0,61.317454545454545,1.0378909614877818,0.0,303298175.0
,33.0,56.0,3.393939393939394,4321.950999999997,77.17769642857138,2.606060606060606,"{0: 0, 1: 7, 2: 0, 3: 25, 4: 1}","{0: 0.0, 1: 0.21212121212121213, 2: 0.0, 3: 0.7575757575757576, 4: 0.030303030303030304}",26.0,2746.7809999999995,34.0,80.78767647058822,1.0142974436813321,0.0,303298188.0
,33.0,68.0,4.121212121212121,4716.0819999999985,69.35414705882351,2.303030303030303,"{0: 0, 1: 12, 2: 0, 3: 20, 4: 1}","{0: 0.0, 1: 0.36363636363636365, 2: 0.0, 3: 0.6060606060606061, 4: 0.030303030303030304}",21.0,2470.1159999999995,35.0,70.57474285714284,1.0128898666144945,0.0,303298212.0
,60.0,129.0,4.3,10562.377,81.87889147286822,2.933333333333333,"{0: 0, 1: 7, 2: 0, 3: 43, 4: 10}","{0: 0.0, 1: 0.11666666666666667, 2: 0.0, 3: 0.7166666666666667, 4: 0.16666666666666666}",53.0,5939.168999999999,74.0,80.25904054054052,1.0163216292896564,0.0,304039957.0
,53.0,124.0,4.679245283018868,11453.172,92.36429032258064,2.830188679245283,"{0: 0, 1: 7, 2: 0, 3: 41, 4: 5}","{0: 0.0, 1: 0.1320754716981132, 2: 0.0, 3: 0.7735849056603774, 4: 0.09433962264150944}",46.0,6125.252999999999,65.0,94.23466153846152,1.0278379662524875,0.0,304040153.0
,55.0,123.0,4.472727272727273,11870.991000000002,96.51212195121953,2.890909090909091,"{0: 0, 1: 10, 2: 0, 3: 31, 4: 14}","{0: 0.0, 1: 0.18181818181818182, 2: 0.0, 3: 0.5636363636363636, 4: 0.2545454545454545}",45.0,6688.9580000000005,67.0,99.83519402985075,1.0027051530125821,0.0,304040259.0
,44.0,98.0,4.454545454545454,8622.806999999999,87.98782653061224,2.8863636363636362,"{0: 0, 1: 9, 2: 0, 3: 22, 4: 13}","{0: 0.0, 1: 0.20454545454545456, 2: 0.0, 3: 0.5, 4: 0.29545454545454547}",35.0,4611.409999999998,52.0,88.6809615384615,1.0023254202392367,0.0,304043304.0
,33.0,73.0,4.424242424242424,7997.001999999999,109.5479726027397,3.090909090909091,"{0: 0, 1: 4, 2: 0, 3: 18, 4: 11}","{0: 0.0, 1: 0.12121212121212122, 2: 0.0, 3: 0.5454545454545454, 4: 0.3333333333333333}",29.0,4282.312999999999,39.0,109.80289743589742,1.0030907646931784,0.0,304043603.0
,56.0,132.0,4.714285714285714,12474.774000000005,94.50586363636367,2.8392857142857144,"{0: 0, 1: 7, 2: 0, 3: 44, 4: 5}","{0: 0.0, 1: 0.125, 2: 0.0, 3: 0.7857142857142857, 4: 0.08928571428571429}",49.0,6636.054,69.0,96.17469565217391,1.0256405923494432,0.0,304046530.0
,45.0,108.0,4.8,11690.569000000003,108.24600925925928,3.0444444444444443,"{0: 0, 1: 4, 2: 0, 3: 31, 4: 10}","{0: 0.0, 1: 0.08888888888888889, 2: 0.0, 3: 0.6888888888888889, 4: 0.2222222222222222}",41.0,6316.851,57.0,110.82194736842105,1.0022296072808121,0.0,304051703.0
,33.0,78.0,4.7272727272727275,8639.203,110.75901282051281,3.1515151515151514,"{0: 0, 1: 2, 2: 0, 3: 22, 4: 9}","{0: 0.0, 1: 0.06060606060606061, 2: 0.0, 3: 0.6666666666666666, 4: 0.2727272727272727}",31.0,4791.168,42.0,114.07542857142856,1.0015932713932192,0.0,304051897.0
,51.0,117.0,4.588235294117647,10567.915,90.32405982905983,2.8627450980392157,"{0: 0, 1: 10, 2: 0, 3: 28, 4: 13}","{0: 0.0, 1: 0.19607843137254902, 2: 0.0, 3: 0.5490196078431373, 4: 0.2549019607843137}",41.0,5836.465000000001,62.0,94.13653225806453,1.0019163342272892,0.0,304052009.0
,49.0,116.0,4.73469387755102,11436.44,98.59,2.8979591836734695,"{0: 0, 1: 5, 2: 0, 3: 39, 4: 5}","{0: 0.0, 1: 0.10204081632653061, 2: 0.0, 3: 0.7959183673469388, 4: 0.10204081632653061}",44.0,6047.815,60.0,100.79691666666666,1.0307348777593472,0.0,304052322.0
,40.0,99.0,4.95,10763.457000000004,108.72178787878792,3.075,"{0: 0, 1: 3, 2: 0, 3: 28, 4: 9}","{0: 0.0, 1: 0.075, 2: 0.0, 3: 0.7, 4: 0.225}",37.0,5824.436000000001,52.0,112.00838461538463,1.0015898644592431,0.0,304053363.0
,41.0,99.0,4.829268292682927,10726.100000000006,108.3444444444445,3.1219512195121952,"{0: 0, 1: 1, 2: 0, 3: 33, 4: 7}","{0: 0.0, 1: 0.024390243902439025, 2: 0.0, 3: 0.8048780487804879, 4: 0.17073170731707318}",40.0,5645.361999999999,52.0,108.56465384615383,1.0145382080141025,0.0,304053606.0
,19.0,34.0,3.5789473684210527,3159.4390000000003,92.92467647058824,2.6842105263157894,"{0: 0, 1: 4, 2: 0, 3: 13, 4: 2}","{0: 0.0, 1: 0.21052631578947367, 2: 0.0, 3: 0.6842105263157895, 4: 0.10526315789473684}",15.0,1837.9750000000004,20.0,91.89875000000002,1.016136004234553,0.0,304633429.0
,10.0,17.0,3.4,2163.043,127.23782352941177,2.4,"{0: 0, 1: 3, 2: 0, 3: 7}","{0: 0.0, 1: 0.3, 2: 0.0, 3: 0.7}",7.0,1182.8899999999999,9.0,131.4322222222222,1.0239750716737699,0.0,304633430.0
,,,,,,,,,,,,,,,
,48.0,105.0,4.375,11956.669000000002,113.87303809523812,3.1041666666666665,"{0: 0, 1: 3, 2: 0, 3: 34, 4: 11}","{0: 0.0, 1: 0.0625, 2: 0.0, 3: 0.7083333333333334, 4: 0.22916666666666666}",45.0,6540.269999999998,62.0,105.48822580645158,1.0366146079683887,0.0,304633455.0
,51.0,114.0,4.470588235294118,9554.028999999999,83.80727192982455,2.843137254901961,"{0: 0, 1: 8, 2: 0, 3: 35, 4: 8}","{0: 0.0, 1: 0.1568627450980392, 2: 0.0, 3: 0.6862745098039216, 4: 0.1568627450980392}",43.0,5053.41,61.0,82.8427868852459,1.087468874829893,0.0,304633459.0
,51.0,110.0,4.313725490196078,9164.178999999998,83.31071818181816,2.8627450980392157,"{0: 0, 1: 7, 2: 0, 3: 37, 4: 7}","{0: 0.0, 1: 0.13725490196078433, 2: 0.0, 3: 0.7254901960784313, 4: 0.13725490196078433}",44.0,4858.485,59.0,82.3472033898305,1.0635749547819022,0.0,304633462.0
,42.0,90.0,4.285714285714286,7865.364000000003,87.39293333333337,2.6904761904761907,"{0: 0, 1: 8, 2: 0, 3: 31, 4: 3}","{0: 0.0, 1: 0.19047619047619047, 2: 0.0, 3: 0.7380952380952381, 4: 0.07142857142857142}",34.0,4018.034999999999,47.0,85.4901063829787,1.0114325804392215,0.0,304633476.0
,23.0,52.0,4.521739130434782,5381.643999999998,103.49315384615382,2.652173913043478,"{0: 0, 1: 4, 2: 0, 3: 19}","{0: 0.0, 1: 0.17391304347826086, 2: 0.0, 3: 0.8260869565217391}",19.0,2690.8219999999997,26.0,103.49315384615383,1.1229122689913515,0.0,304633491.0
,28.0,62.0,4.428571428571429,6062.298000000002,97.77900000000002,2.642857142857143,"{0: 0, 1: 5, 2: 0, 3: 23}","{0: 0.0, 1: 0.17857142857142858, 2: 0.0, 3: 0.8214285714285714}",23.0,3031.1489999999994,31.0,97.77899999999998,1.1210498837062133,0.0,304633496.0
,27.0,59.0,4.37037037037037,5139.087999999998,87.10318644067793,2.6666666666666665,"{0: 0, 1: 6, 2: 0, 3: 18, 4: 3}","{0: 0.0, 1: 0.2222222222222222, 2: 0.0, 3: 0.6666666666666666, 4: 0.1111111111111111}",21.0,2592.782,30.0,86.42606666666667,1.0223186606343264,0.0,304851465.0
,29.0,63.0,4.344827586206897,6111.957999999998,97.01520634920631,2.6551724137931036,"{0: 0, 1: 6, 2: 0, 3: 21, 4: 2}","{0: 0.0, 1: 0.20689655172413793, 2: 0.0, 3: 0.7241379310344828, 4: 0.06896551724137931}",23.0,3079.2169999999987,32.0,96.22553124999996,1.0198201671907077,0.0,304851471.0
,33.0,72.0,4.363636363636363,6623.671,91.99543055555556,2.696969696969697,"{0: 0, 1: 6, 2: 0, 3: 25, 4: 2}","{0: 0.0, 1: 0.18181818181818182, 2: 0.0, 3: 0.7575757575757576, 4: 0.06060606060606061}",27.0,3345.614999999999,37.0,90.422027027027,1.0140240349624425,0.0,304851474.0
,70.0,140.0,4.0,10702.297999999999,76.4449857142857,2.9571428571428573,"{0: 0, 1: 2, 2: 0, 3: 67, 4: 1}","{0: 0.0, 1: 0.02857142857142857, 2: 0.0, 3: 0.9571428571428572, 4: 0.014285714285714285}",68.0,6154.186000000002,86.0,71.56030232558142,1.0371371039340551,0.0,304851520.0
,18.0,40.0,4.444444444444445,3900.512,97.5128,2.6666666666666665,"{0: 0, 1: 4, 2: 0, 3: 12, 4: 2}","{0: 0.0, 1: 0.2222222222222222, 2: 0.0, 3: 0.6666666666666666, 4: 0.1111111111111111}",14.0,1950.2559999999994,20.0,97.51279999999997,1.0234434052244887,0.0,304851530.0
,69.0,142.0,4.115942028985507,10809.568,76.12371830985914,2.8840579710144927,"{0: 0, 1: 5, 2: 0, 3: 62, 4: 2}","{0: 0.0, 1: 0.07246376811594203, 2: 0.0, 3: 0.8985507246376812, 4: 0.028985507246376812}",64.0,5936.748000000001,84.0,70.67557142857144,1.0266025685364657,0.0,304851571.0
,51.0,124.0,4.862745098039215,8365.402999999998,67.46292741935483,2.8627450980392157,"{0: 0, 1: 7, 2: 0, 3: 37, 4: 7}","{0: 0.0, 1: 0.13725490196078433, 2: 0.0, 3: 0.7254901960784313, 4: 0.13725490196078433}",44.0,4426.852,65.0,68.10541538461538,1.0933196041377566,0.0,304851584.0
,43.0,103.0,4.790697674418604,9119.664999999999,88.54043689320388,3.046511627906977,"{0: 0, 1: 3, 2: 0, 3: 32, 4: 8}","{0: 0.0, 1: 0.06976744186046512, 2: 0.0, 3: 0.7441860465116279, 4: 0.18604651162790697}",40.0,4827.221000000001,55.0,87.76765454545458,1.1039979496224839,0.0,304851587.0
,27.0,64.0,4.7407407407407405,6564.563999999999,102.57131249999999,2.8518518518518516,"{0: 0, 1: 4, 2: 0, 3: 19, 4: 4}","{0: 0.0, 1: 0.14814814814814814, 2: 0.0, 3: 0.7037037037037037, 4: 0.14814814814814814}",23.0,3282.282,32.0,102.5713125,1.040232082248679,0.0,304851616.0
,50.0,102.0,4.08,9173.659999999996,89.93784313725486,3.16,"{0: 0, 1: 2, 2: 0, 3: 36, 4: 12}","{0: 0.0, 1: 0.04, 2: 0.0, 3: 0.72, 4: 0.24}",48.0,5189.801999999999,63.0,82.3778095238095,1.0124484535695297,0.0,304851626.0
,50.0,113.0,4.52,10548.716999999995,93.35147787610615,3.08,"{0: 0, 1: 3, 2: 0, 3: 37, 4: 10}","{0: 0.0, 1: 0.06, 2: 0.0, 3: 0.74, 4: 0.2}",47.0,5604.927999999998,64.0,87.57699999999997,1.0159386322687263,0.0,304851629.0
,22.0,42.0,3.8181818181818183,4639.768,110.47066666666667,2.6363636363636362,"{0: 0, 1: 4, 2: 0, 3: 18}","{0: 0.0, 1: 0.18181818181818182, 2: 0.0, 3: 0.8181818181818182}",18.0,2319.884,21.0,110.47066666666667,1.026393341339593,0.0,304851637.0
,27.0,61.0,4.518518518518518,5722.391999999999,93.80970491803276,2.7777777777777777,"{0: 0, 1: 4, 2: 0, 3: 21, 4: 2}","{0: 0.0, 1: 0.14814814814814814, 2: 0.0, 3: 0.7777777777777778, 4: 0.07407407407407407}",23.0,2884.433999999999,31.0,93.0462580645161,1.011373905786323,0.0,304851645.0
,72.0,144.0,4.0,11514.879999999996,79.96444444444441,2.9583333333333335,"{0: 0, 1: 3, 2: 0, 3: 66, 4: 3}","{0: 0.0, 1: 0.041666666666666664, 2: 0.0, 3: 0.9166666666666666, 4: 0.041666666666666664}",69.0,6799.205,90.0,75.54672222222221,1.0316043227072762,0.0,304851650.0
,52.0,110.0,4.230769230769231,8972.454,81.56776363636364,3.0576923076923075,"{0: 0, 1: 0, 2: 0, 3: 49, 4: 3}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.9423076923076923, 4: 0.057692307692307696}",52.0,5385.173999999999,71.0,75.84752112676055,1.024327737926959,0.0,304851659.0
,31.0,62.0,4.0,3986.214000000001,64.2937741935484,2.161290322580645,"{0: 0, 1: 13, 2: 0, 3: 18}","{0: 0.0, 1: 0.41935483870967744, 2: 0.0, 3: 0.5806451612903226}",18.0,1993.107,31.0,64.29377419354839,1.0733305362582408,0.0,304851720.0
,54.0,109.0,4.037037037037037,10551.368999999999,96.80155045871558,2.888888888888889,"{0: 0, 1: 5, 2: 0, 3: 45, 4: 4}","{0: 0.0, 1: 0.09259259259259259, 2: 0.0, 3: 0.8333333333333334, 4: 0.07407407407407407}",49.0,5978.106999999999,68.0,87.9133382352941,1.0650680211781136,0.0,304851762.0
,48.0,92.0,3.8333333333333335,8754.744000000002,95.16026086956525,2.875,"{0: 0, 1: 5, 2: 0, 3: 39, 4: 4}","{0: 0.0, 1: 0.10416666666666667, 2: 0.0, 3: 0.8125, 4: 0.08333333333333333}",43.0,5016.042999999999,59.0,85.01767796610167,1.0649310712150293,0.0,304851771.0
,29.0,50.0,3.4482758620689653,1818.5179999999998,36.37036,2.586206896551724,"{0: 0, 1: 6, 2: 0, 3: 23}","{0: 0.0, 1: 0.20689655172413793, 2: 0.0, 3: 0.7931034482758621}",23.0,1129.58,33.0,34.22969696969697,1.0335683518215608,0.0,304851801.0
,28.0,48.0,3.4285714285714284,1790.3879999999997,37.299749999999996,2.5714285714285716,"{0: 0, 1: 6, 2: 0, 3: 22}","{0: 0.0, 1: 0.21428571428571427, 2: 0.0, 3: 0.7857142857142857}",22.0,1115.5149999999999,32.0,34.859843749999996,1.034006172804418,0.0,304851842.0
,28.0,48.0,3.4285714285714284,1790.3879999999997,37.299749999999996,2.5714285714285716,"{0: 0, 1: 6, 2: 0, 3: 22}","{0: 0.0, 1: 0.21428571428571427, 2: 0.0, 3: 0.7857142857142857}",22.0,1115.5149999999999,32.0,34.859843749999996,1.034006172804418,0.0,304851844.0
,29.0,50.0,3.4482758620689653,1818.5179999999998,36.37036,2.586206896551724,"{0: 0, 1: 6, 2: 0, 3: 23}","{0: 0.0, 1: 0.20689655172413793, 2: 0.0, 3: 0.7931034482758621}",23.0,1129.58,33.0,34.22969696969697,1.0335683518215608,0.0,304851851.0
,36.0,64.0,3.5555555555555554,3696.7939999999994,57.76240624999999,2.6666666666666665,"{0: 0, 1: 6, 2: 0, 3: 30}","{0: 0.0, 1: 0.16666666666666666, 2: 0.0, 3: 0.8333333333333334}",30.0,2068.7180000000003,40.0,51.71795000000001,1.0296489753236187,0.0,304851869.0
,28.0,48.0,3.4285714285714284,1790.3879999999997,37.299749999999996,2.5714285714285716,"{0: 0, 1: 6, 2: 0, 3: 22}","{0: 0.0, 1: 0.21428571428571427, 2: 0.0, 3: 0.7857142857142857}",22.0,1115.5149999999999,32.0,34.859843749999996,1.034006172804418,0.0,304851871.0
,28.0,48.0,3.4285714285714284,1790.3879999999997,37.299749999999996,2.5714285714285716,"{0: 0, 1: 6, 2: 0, 3: 22}","{0: 0.0, 1: 0.21428571428571427, 2: 0.0, 3: 0.7857142857142857}",22.0,1115.5149999999999,32.0,34.859843749999996,1.034006172804418,0.0,304851877.0
,58.0,110.0,3.793103448275862,8066.471999999995,73.3315636363636,2.4310344827586206,"{0: 0, 1: 17, 2: 0, 3: 40, 4: 1}","{0: 0.0, 1: 0.29310344827586204, 2: 0.0, 3: 0.6896551724137931, 4: 0.017241379310344827}",41.0,4253.557,63.0,67.51677777777778,1.0643041188666018,0.0,304851894.0
,45.0,80.0,3.5555555555555554,5175.276,64.69095,2.4444444444444446,"{0: 0, 1: 13, 2: 0, 3: 31, 4: 1}","{0: 0.0, 1: 0.28888888888888886, 2: 0.0, 3: 0.6888888888888889, 4: 0.022222222222222223}",32.0,2807.9590000000003,48.0,58.49914583333334,1.0305884711464228,0.0,304851897.0
,19.0,36.0,3.789473684210526,2227.3339999999994,61.87038888888887,2.4210526315789473,"{0: 0, 1: 6, 2: 0, 3: 12, 4: 1}","{0: 0.0, 1: 0.3157894736842105, 2: 0.0, 3: 0.631578947368421, 4: 0.05263157894736842}",13.0,1113.667,18.0,61.87038888888888,1.044696865594291,0.0,304851915.0
,30.0,52.0,3.466666666666667,2964.1100000000006,57.002115384615394,2.6333333333333333,"{0: 0, 1: 6, 2: 0, 3: 23, 4: 1}","{0: 0.0, 1: 0.2, 2: 0.0, 3: 0.7666666666666667, 4: 0.03333333333333333}",24.0,1608.5319999999997,31.0,51.88812903225806,1.035493748552005,0.0,304851916.0
