osmnx_node_id,EMB000,EMB001
194811,0.70067257,-0.05829382
194825,0.8207375,-0.05845602
194829,0.81819177,-0.06294141
352856,1.2160962,-0.07283581
352863,0.9457049,-0.079593815
353017,0.70067257,-0.058293812
353018,0.9728523,-0.07759524
353070,0.70067257,-0.05829382
353367,0.70067257,-0.05829382
363410,0.70067257,-0.05829382
378557,0.70067257,-0.05829382
405546,-0.6831559,0.48862582
405569,-1.3624271,0.58096546
405573,-0.6768362,1.2609224
405574,-0.18879467,1.4672273
405575,0.6715042,1.2388498
405578,0.9049004,1.1303647
405590,-1.4642739,0.2893294
405591,-1.4335155,0.85123754
405593,-0.7235197,1.2401547
405735,-1.3367757,0.54511106
405739,-0.6278897,1.2393333
405742,-0.6907377,1.1790302
405750,-1.2345963,0.80659604
405751,1.2079461,0.81956446
405757,0.08281135,1.4447923
405774,0.15346822,1.4788102
405777,-1.4166036,0.33490098
411029,0.059525914,0.827526
411035,-1.4922435,-0.2807936
411036,-1.4810572,0.114513405
411037,-1.3913801,0.56307787
411038,-1.4954624,-0.33613265
411039,-1.5525737,0.103073545
411040,-0.8431907,0.13713196
411041,-0.64911044,-0.5216413
411044,-0.84343594,-0.11941128
411046,-1.4929771,0.24682945
411051,-0.72178954,1.2999665
411054,-0.78258675,1.2095453
411056,0.8080246,1.1630422
411061,0.11440993,1.4088577
411074,0.09540521,1.4160854
411086,1.4460137,0.82872343
411087,1.4052851,0.8171394
411095,0.90970445,1.4412163
411105,-1.2304552,0.7924372
411107,-0.68435764,0.4482293
411118,-1.5343502,0.12467524
411119,-0.849988,-0.0039031878
411120,-0.8500142,0.044485487
411122,-0.8194552,0.10951119
411123,-1.3222792,0.43567193
411124,0.44844416,0.33373156
411131,0.29991272,1.0938252
411132,0.7234196,0.52923095
411143,0.798819,0.89032507
411144,0.46516538,1.3269215
411147,0.08133398,1.4249187
411148,-1.4227338,0.91919255
411183,-0.75771296,-1.1332147
411184,-0.38762555,0.5273318
411186,-0.69289345,1.1944448
411388,-0.41143772,1.6525465
411414,-0.15410039,1.4051497
411415,0.03137432,1.4241914
411416,-0.2214804,1.3995382
411418,0.41002548,1.6339396
411419,-0.6022237,1.5670501
411420,-1.2981367,0.6642273
411425,0.06458061,0.8371089
411426,-0.08943048,1.4854124
411431,-0.20688412,1.4080542
411456,-1.4838425,0.30805594
411457,-0.89342636,1.1242988
411465,-0.8914295,1.1568319
411475,-0.22060567,1.6458453
411476,0.666412,1.5952065
411478,-0.012640171,1.496388
411482,-0.2735508,1.3942178
411484,0.48391202,1.3541225
411487,1.1922722,0.8525961
411490,0.17084369,1.4767163
411491,-0.28178412,1.420386
411492,0.7954341,1.1788645
425668,0.50604725,1.348365
425669,0.2938498,1.4146384
425670,0.3730286,1.410817
425671,0.53094816,1.293897
425674,0.94094783,1.0008084
425688,0.6013813,1.236694
425689,-0.37918866,0.7042274
425690,-0.48417112,1.3772537
425698,-0.49772117,1.3766669
425702,-0.27662972,1.3910722
428847,-0.48254612,1.6942866
429470,0.94979614,-0.096302964
429492,1.1165832,0.48281682
430362,-0.5442694,1.3581432
430370,-1.4787164,-0.26171917
430384,-0.83969057,1.0942422
