osmnx_node_id,EMB000,EMB001,EMB000pooled,EMB001pooled,closeness_networkwide,betweenness_networkwide,closeness_egograph,betweenness_egograph,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg
605000,-0.043902524,-0.5268272,-0.36390284,0.2721121,0.000240746313572,0.0004533175094344,0.0384615384615384,0.0353846153846153,27.0,39.0,2.888888888888889,3497.42,89.67743589743588,2.703703703703704,23.0,2998.987,31.0,96.74151612903223,1.079944092478402
605003,-0.7983324,0.033355627,-0.28464597,0.3088363,0.0158930269125623,0.0028420878533745,0.102402022756005,0.2195767195767195,29.0,42.0,2.896551724137931,3780.381,90.00907142857143,2.7241379310344827,25.0,3281.948000000001,34.0,96.5278823529412,1.0747352428941022
605005,-0.2515382,0.92282754,-0.17943662,0.34793842,0.0166359341499496,0.0559930882180878,0.105603448275862,0.2007389162561576,30.0,45.0,3.0,4096.956999999999,91.04348888888887,2.7333333333333334,26.0,3138.427,35.0,89.66934285714287,1.090646452170847
605006,-0.15003099,0.41099444,-0.17943662,0.34793842,0.0163615563659935,0.0559930146320598,0.0962461807071147,0.2068965517241379,30.0,45.0,3.0,4096.956999999999,91.04348888888887,2.7333333333333334,26.0,3138.427,35.0,89.66934285714287,1.090646452170847
605007,-0.96988183,0.6218721,-0.19227557,0.33571517,0.0161208650948655,0.0498756333223785,0.1808318264014466,0.330026455026455,29.0,44.0,3.034482758620689,3866.911999999999,87.88436363636362,2.7241379310344827,25.0,2908.382,34.0,85.54064705882354,1.0453674542788214
605009,-0.77071714,0.16642015,-0.19227557,0.33571517,0.0158630635495934,0.0498755597363504,0.1536098310291858,0.3379629629629629,29.0,44.0,3.034482758620689,3866.911999999999,87.88436363636362,2.7241379310344827,25.0,2908.382,34.0,85.54064705882354,1.0453674542788214
605012,-0.7690418,-0.31845257,-0.33448127,0.3247955,0.0166925488859563,0.070088559957163,0.113244514106583,0.2697044334975369,30.0,43.0,2.8666666666666667,3078.471,71.5923488372093,2.7333333333333334,26.0,2577.667,34.0,75.81373529411765,1.0533927332761397
605025,-0.087657005,-0.47041544,-0.8302599,-0.56001896,0.0161797905585918,0.0662502604628634,0.1555555555555555,0.0,15.0,20.0,2.6666666666666665,709.8810000000001,35.49405,3.0,15.0,693.6940000000002,19.0,36.5102105263158,1.0317886905565603
605059,-0.76835597,0.3213152,-0.5243962,-0.048363715,0.0161947297912592,0.0642740422539464,0.1182795698924731,0.3143939393939394,34.0,54.0,3.176470588235294,3187.633,59.03024074074074,2.9705882352941178,33.0,2388.847,42.0,56.87730952380953,1.0175135437978418
605060,-0.5454872,-0.15720128,-0.5011686,0.027136233,0.0164629763379744,0.0677701800114042,0.1894736842105263,0.2944444444444444,37.0,60.0,3.2432432432432434,3649.606999999999,60.82678333333332,2.864864864864865,34.0,2619.834,45.0,58.218533333333326,1.0203990858081875
605061,-0.13097,0.39635468,-0.53796035,0.006357141,0.0161942280273945,0.0677701064253761,0.1650943396226415,0.3008403361344538,36.0,58.0,3.2222222222222223,3507.9829999999997,60.482465517241366,2.9166666666666665,34.0,2549.022,44.0,57.93231818181818,1.0209777145355987
605064,-0.7533787,0.19021498,-0.5523453,-0.07052487,0.0162329953712461,0.0694214295021165,0.1415525114155251,0.3290322580645161,32.0,50.0,3.125,3034.5489999999995,60.69097999999999,3.03125,32.0,2312.305,40.0,57.807625,1.0174179139820838
605066,-0.7877815,0.14060292,-0.5673662,-0.07936296,0.0163821510279456,0.0552982894164877,0.1167883211678832,0.3215725806451612,33.0,52.0,3.1515151515151514,3113.309,59.87132692307693,3.0303030303030303,33.0,2351.6850000000004,41.0,57.358170731707325,1.017121465744122
605074,0.3501678,-0.50228184,-0.5213318,-0.20966098,0.0162529237850686,0.0207268863004708,0.1271186440677966,0.2390804597701149,31.0,48.0,3.096774193548387,2907.699,60.5770625,3.032258064516129,31.0,2248.880000000001,39.0,57.66358974358976,1.015272677770197
605078,0.5658723,-0.99660087,-0.5632005,-0.18539634,0.0166231937351786,0.0311328631169068,0.1666666666666666,0.074074074074074,28.0,42.0,3.0,3345.183,79.64721428571428,3.0357142857142856,28.0,2467.6220000000008,36.0,68.54505555555558,1.0153902018846936
