osmnx_node_id,EMB000,EMB001
337976,0.92901397,-0.04537216
337979,0.9119891,-0.04529752
337983,0.92936856,-0.041823145
337985,0.93048936,-0.040748492
337986,0.92936856,-0.041823145
337992,0.9334959,-0.043161124
506077,0.91694206,-0.040618747
506085,1.0437168,-0.10260492
506087,1.0589966,-0.10351563
506090,0.70970273,0.13864371
506091,0.7287255,0.12665325
604992,0.9132597,-0.056537583
605000,0.68291867,0.15036002
605003,0.70970273,0.13864371
605005,0.72922623,0.18154089
605006,0.72922623,0.18154089
605007,0.7223053,0.18739155
605009,0.7223053,0.18739155
605012,0.7287255,0.12665325
605025,1.0307899,-0.10938766
605059,1.1104666,-0.12086072
605060,0.9241419,-0.31411672
605061,1.0434592,-0.24893424
605064,1.114618,-0.08898327
605066,1.1126554,-0.10285674
605074,1.1179699,-0.06902371
605078,1.0968153,-0.052401558
605093,0.2444348,1.0585415
605095,0.84787154,0.76779723
605098,0.21117622,0.6991046
605110,0.43134695,0.9010653
605112,0.15374959,0.79108334
605113,0.0813905,0.97885513
9832562,1.0124213,-0.04169789
9832563,1.0059593,-0.035445414
9832572,1.0639147,0.096662104
9832573,0.91726494,0.15899107
9832589,-0.08533371,0.36407912
9832596,-0.03106382,0.4202325
9832597,0.44611493,0.4408499
9832598,0.5640275,0.31719753
9832602,0.70515174,0.23678696
9832603,0.8492207,0.30697566
9832607,0.6012015,-0.075180255
9832609,0.72988063,0.17321266
9832614,0.6071391,-0.078107685
9832615,0.5808443,-0.03432734
9832616,0.6790429,-0.04623124
9832619,0.79204667,-0.21920992
9832624,0.8204615,-0.4522266
9832629,0.86997586,-0.41679642
9832634,0.47175798,-0.24708931
9832635,0.5213788,-0.3004342
9832637,0.66469276,-0.35248658
9832639,0.75276566,-0.34318864
9832643,0.5132475,-0.2754255
9832645,0.802276,-0.024442855
9832649,0.82285136,0.11896993
9832655,0.81367517,0.07257961
9883491,1.0180297,-0.20272554
9883492,0.5532442,-0.2610892
9883496,0.28698668,0.015916629
9883498,0.22090727,0.17200628
9899501,1.1140885,-0.0055090613
9899517,0.6036246,0.6802518
9899519,0.6428328,0.7214105
9899524,0.55880105,0.28628293
9899525,0.28521332,0.49709454
9899527,0.030796941,0.56912583
9899529,0.09637031,0.7214253
9920433,0.982585,-0.21636343
9920435,0.9014819,-0.22922026
9920438,0.7014065,-0.19143331
9920440,0.5810802,-0.107020155
9920441,0.3934454,-0.1217823
9920444,0.5770214,-0.09092026
9920445,0.6895633,-0.083645
9920446,0.7211817,-0.095438845
9920447,0.76068544,-0.17549023
9920452,0.9095098,-0.23363182
9920457,0.26451,0.08787494
9920473,0.46064404,0.9687618
9920478,0.5223323,0.70859075
9920479,0.45704436,0.5790295
9920486,1.0881675,-0.16154987
9920510,0.43444163,0.6027002
9922686,0.6769586,-0.045351606
9922687,0.6691196,-0.05769498
9922689,0.7906745,-0.20211382
9922690,0.81934536,-0.17175233
9922696,0.72092235,0.061458834
9922698,0.72615725,0.239186
9922700,0.64678293,0.19056633
9922701,0.4447812,0.15614572
9922703,0.52349615,0.16571209
9922705,0.37128922,0.37235898
9922712,0.39027932,0.45182747
9922716,0.9854568,0.6500222
9922717,0.6955445,0.53431237
9922718,0.44656733,0.35041356
9922722,1.027605,-0.026412016
9922725,1.0349034,-0.017192675
9922726,1.0481806,-0.009838081
9922730,1.0512384,0.0547426
9922734,1.0269163,0.24489102
9922740,0.23954348,0.93074304
9922746,0.24050635,0.96736455
9922755,-0.07914018,0.31372675
9922756,0.10728656,0.364729
