osmnx_node_id,EMB000,EMB001,EMB000pooled,EMB001pooled,closeness_networkwide,betweenness_networkwide,closeness_egograph,betweenness_egograph,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg
337976,0.70067257,-0.05829382,0.92901397,-0.04537216,0.0,0.0,0.0,0.0,11.0,11.0,2.0,1261.861,114.71463636363636,3.0,11.0,1261.861,11.0,114.71463636363636,1.0383429424181485
337979,1.0524005,-0.071908645,0.9119891,-0.04529752,0.0001504664459825,0.000149170199796,0.1666666666666666,0.106060606060606,13.0,13.0,2.0,2126.471,163.57469230769232,3.0,13.0,2126.471,13.0,163.57469230769232,1.0309878075715362
337983,1.1761287,-0.014824517,0.92936856,-0.041823145,0.0002850943187037,0.0002983064368098,0.2307692307692307,0.1153846153846153,14.0,14.0,2.0,1870.996,133.64257142857144,3.0,14.0,1870.996,14.0,133.64257142857144,1.0486299847025424
337985,1.2008684,0.031910017,0.93048936,-0.040748492,0.0156560805308889,0.0,0.2747252747252747,0.0,14.0,14.0,2.0,1815.929,129.7092142857143,3.0,14.0,1815.929,14.0,129.7092142857143,1.0501921613843817
337986,0.9673974,0.0033603907,0.92936856,-0.041823145,0.0002493022487357,0.0003727868181295,0.1983805668016194,0.0961538461538461,14.0,14.0,2.0,1870.996,133.64257142857144,3.0,14.0,1870.996,14.0,133.64257142857144,1.0486299847025424
337992,0.89592147,-0.07177597,0.9334959,-0.043161124,0.0001755441869796,0.0005218834318974,0.1212121212121212,0.0909090909090909,12.0,12.0,2.0,1431.388,119.28233333333334,3.0,12.0,1431.388,12.0,119.28233333333334,1.0336501752094605
506077,1.1063567,-0.045814276,0.91694206,-0.040618747,0.0161593504927701,0.0002983290786646,0.2066115702479338,0.1363636363636363,12.0,12.0,2.0,1603.592,133.6326666666667,3.0,12.0,1599.6839999999995,11.0,145.42581818181816,1.1384333108505709
506085,0.94775134,-0.05684144,1.0437168,-0.10260492,0.0154045825660546,0.0,0.1281045751633986,0.0,19.0,26.0,2.736842105263158,1402.7279999999996,53.95107692307691,2.8947368421052637,18.0,1166.2099999999998,22.0,53.009545454545446,1.0544412962953489
506087,1.1414988,-0.091235496,1.0589966,-0.10351563,0.0156452839190703,7.460491152095232e-05,0.1047101449275362,0.0307971014492753,25.0,35.0,2.8,2365.545,67.587,2.76,22.0,2016.218,28.0,72.0077857142857,1.0578684903912887
506090,1.140442,-0.029725261,0.70970273,0.13864371,0.0161517912671343,0.0028421614394026,0.1134453781512605,0.2103174603174603,29.0,42.0,2.896551724137931,3780.381,90.00907142857143,2.7241379310344827,25.0,3281.948000000001,34.0,96.5278823529412,1.0747352428941022
506091,0.9312881,-0.09664223,0.7287255,0.12665325,0.0164163159261789,0.0700884863711349,0.101688951442646,0.2820197044334975,30.0,43.0,2.8666666666666667,3078.471,71.5923488372093,2.7333333333333334,26.0,2577.667,34.0,75.81373529411765,1.0533927332761397
604992,0.9767218,-0.046773978,0.9132597,-0.056537583,0.0002644917995786,0.0011179415800749,0.1638795986622073,0.1794871794871795,14.0,14.0,2.0,1993.486,142.39185714285716,3.0,14.0,1993.486,14.0,142.39185714285716,1.0841199751836674
605000,0.84721404,-0.061836757,0.68291867,0.15036002,0.000240746313572,0.0004533175094344,0.0384615384615384,0.0353846153846153,27.0,39.0,2.888888888888889,3497.42,89.67743589743588,2.703703703703704,23.0,2998.987,31.0,96.74151612903223,1.079944092478402
605003,1.0081277,-0.0009935275,0.70970273,0.13864371,0.0158930269125623,0.0028420878533745,0.102402022756005,0.2195767195767195,29.0,42.0,2.896551724137931,3780.381,90.00907142857143,2.7241379310344827,25.0,3281.948000000001,34.0,96.5278823529412,1.0747352428941022
605005,1.1905475,-0.04096771,0.72922623,0.18154089,0.0166359341499496,0.0559930882180878,0.105603448275862,0.2007389162561576,30.0,45.0,3.0,4096.956999999999,91.04348888888887,2.7333333333333334,26.0,3138.427,35.0,89.66934285714287,1.090646452170847
605006,0.96931297,0.013036184,0.72922623,0.18154089,0.0163615563659935,0.0559930146320598,0.0962461807071147,0.2068965517241379,30.0,45.0,3.0,4096.956999999999,91.04348888888887,2.7333333333333334,26.0,3138.427,35.0,89.66934285714287,1.090646452170847
605007,1.1854564,0.20892456,0.7223053,0.18739155,0.0161208650948655,0.0498756333223785,0.1808318264014466,0.330026455026455,29.0,44.0,3.034482758620689,3866.911999999999,87.88436363636362,2.7241379310344827,25.0,2908.382,34.0,85.54064705882354,1.0453674542788214
605009,1.0067267,-0.0908939,0.7223053,0.18739155,0.0158630635495934,0.0498755597363504,0.1536098310291858,0.3379629629629629,29.0,44.0,3.034482758620689,3866.911999999999,87.88436363636362,2.7241379310344827,25.0,2908.382,34.0,85.54064705882354,1.0453674542788214
605012,0.9494803,-0.09807775,0.7287255,0.12665325,0.0166925488859563,0.070088559957163,0.113244514106583,0.2697044334975369,30.0,43.0,2.8666666666666667,3078.471,71.5923488372093,2.7333333333333334,26.0,2577.667,34.0,75.81373529411765,1.0533927332761397
605025,0.84299314,-0.075192586,1.0307899,-0.10938766,0.0161797905585918,0.0662502604628634,0.1555555555555555,0.0,15.0,20.0,2.6666666666666665,709.8810000000001,35.49405,3.0,15.0,693.6940000000002,19.0,36.5102105263158,1.0317886905565603
605059,1.2463739,0.058445446,1.1104666,-0.12086072,0.0161947297912592,0.0642740422539464,0.1182795698924731,0.3143939393939394,34.0,54.0,3.176470588235294,3187.633,59.03024074074074,2.9705882352941178,33.0,2388.847,42.0,56.87730952380953,1.0175135437978418
605060,1.1774725,-0.04532183,0.9241419,-0.31411672,0.0164629763379744,0.0677701800114042,0.1894736842105263,0.2944444444444444,37.0,60.0,3.2432432432432434,3649.606999999999,60.82678333333332,2.864864864864865,34.0,2619.834,45.0,58.218533333333326,1.0203990858081875
605061,0.96768486,-0.011046149,1.0434592,-0.24893424,0.0161942280273945,0.0677701064253761,0.1650943396226415,0.3008403361344538,36.0,58.0,3.2222222222222223,3507.9829999999997,60.482465517241366,2.9166666666666665,34.0,2549.022,44.0,57.93231818181818,1.0209777145355987
605064,0.98903817,-0.08804912,1.114618,-0.08898327,0.0162329953712461,0.0694214295021165,0.1415525114155251,0.3290322580645161,32.0,50.0,3.125,3034.5489999999995,60.69097999999999,3.03125,32.0,2312.305,40.0,57.807625,1.0174179139820838
605066,0.9897817,-0.08814905,1.1126554,-0.10285674,0.0163821510279456,0.0552982894164877,0.1167883211678832,0.3215725806451612,33.0,52.0,3.1515151515151514,3113.309,59.87132692307693,3.0303030303030303,33.0,2351.6850000000004,41.0,57.358170731707325,1.017121465744122
605074,1.2676384,0.08187746,1.1179699,-0.06902371,0.0162529237850686,0.0207268863004708,0.1271186440677966,0.2390804597701149,31.0,48.0,3.096774193548387,2907.699,60.5770625,3.032258064516129,31.0,2248.880000000001,39.0,57.66358974358976,1.015272677770197
605078,1.1886556,0.12526739,1.0968153,-0.052401558,0.0166231937351786,0.0311328631169068,0.1666666666666666,0.074074074074074,28.0,42.0,3.0,3345.183,79.64721428571428,3.0357142857142856,28.0,2467.6220000000008,36.0,68.54505555555558,1.0153902018846936
605093,-0.11270125,1.4067658,0.2444348,1.0585415,0.0157334500307931,0.0270889072323498,0.2873563218390804,0.3533333333333333,26.0,56.0,4.307692307692308,5893.061999999999,105.23324999999998,2.769230769230769,22.0,2946.5309999999995,28.0,105.23324999999998,1.0534472546613514
605095,0.74246544,1.5467734,0.84787154,0.76779723,0.0154962266189429,0.0270292406871471,0.3333333333333333,0.5997536945812807,30.0,66.0,4.4,6985.665999999999,105.84342424242423,2.7666666666666666,25.0,3492.833,33.0,105.84342424242423,1.0155719803586034
605098,0.4447641,1.3864344,0.21117622,0.6991046,0.0140005149927402,0.0200731250398921,0.2916666666666667,0.5529100529100529,29.0,56.0,3.8620689655172415,5187.444,92.63292857142858,2.3793103448275863,20.0,2593.722,28.0,92.63292857142858,1.0312453971871938
605110,0.8711289,1.1407119,0.43134695,0.9010653,0.013623224141156,0.0177513349090403,0.3380281690140845,0.5833333333333334,25.0,48.0,3.84,5239.256000000001,109.1511666666667,2.52,19.0,2619.6280000000006,24.0,109.1511666666667,1.029110356121718
605112,-0.88789696,1.2211635,0.15374959,0.79108334,0.0127571656425604,0.0081701076361323,0.2959183673469387,0.6847290640394089,30.0,60.0,4.0,5580.28,93.00466666666668,2.533333333333333,23.0,2790.14,30.0,93.00466666666668,1.0401420548741442
605113,-0.3259921,1.4665796,0.0813905,0.97885513,0.0130899597122387,0.0085861253023338,0.28125,0.3247863247863248,28.0,58.0,4.142857142857143,6056.463999999999,104.42179310344828,2.571428571428572,22.0,3028.2319999999995,29.0,104.42179310344828,1.0256621965771773
9832562,1.2288162,0.08584178,1.0124213,-0.04169789,0.0143250275473119,0.0430066465391143,0.191609977324263,0.2527472527472528,15.0,19.0,2.533333333333333,1896.415,99.8113157894737,3.0,15.0,1481.7270000000003,17.0,87.1604117647059,1.0202561273991206
9832563,1.2308633,0.022167645,1.0059593,-0.035445414,0.0143205375483985,0.0235482408851409,0.201025641025641,0.4238095238095238,16.0,20.0,2.5,2214.486,110.7243,3.0,16.0,1799.7980000000002,18.0,99.98877777777778,1.016863292023792
9832572,1.1748687,0.30370367,1.0639147,0.096662104,0.0154381893455548,0.027378453575045,0.1378676470588235,0.2721774193548387,33.0,52.0,3.1515151515151514,4271.059000000001,82.13575000000002,3.0303030303030303,32.0,3038.9020000000005,41.0,74.11956097560977,1.01855283571442
9832573,1.2040515,-0.10687966,0.91726494,0.15899107,0.0162710369850916,0.0549405622097112,0.1242048517520215,0.3771428571428571,51.0,81.0,3.176470588235294,5088.537999999999,62.82145679012344,2.9411764705882355,48.0,3532.28,65.0,54.34276923076924,1.037078932077493
9832589,1.2670232,0.85906893,-0.08533371,0.36407912,0.0166741238983195,0.0359395043011746,0.2714285714285714,0.2923976608187134,20.0,40.0,4.0,4879.2300000000005,121.98075,2.4,14.0,2439.615,20.0,121.98075,1.231618857775072
9832596,-0.28694186,1.4394889,-0.03106382,0.4202325,0.0174925377080976,0.0340971425935906,0.25,0.4815686274509804,52.0,116.0,4.461538461538462,10288.667999999998,88.69541379310343,2.8653846153846154,47.0,5627.919999999998,63.0,89.33206349206347,1.0866406640424495
9832597,-1.1868372,0.8964716,0.44611493,0.4408499,0.0175786895287955,0.0429642473989337,0.2206475332068311,0.4297990481226864,63.0,128.0,4.063492063492063,10469.286000000004,81.79129687500003,3.031746031746032,58.0,6221.353999999998,81.0,76.80683950617282,1.048397825823926
9832598,-0.7087906,0.92446893,0.5640275,0.31719753,0.0178504051126932,0.0610903680890897,0.1781113891205634,0.3504273504273504,67.0,128.0,3.82089552238806,9384.959999999995,73.31999999999998,3.1044776119402986,63.0,6035.678999999999,90.0,67.06309999999999,1.04900155910251
9832602,1.1826079,-0.13052362,0.70515174,0.23678696,0.0175405804544488,0.024919774637182,0.1333938294010889,0.062807881773399,30.0,55.0,3.6666666666666665,4579.512999999999,83.26387272727271,2.7,23.0,3115.503,33.0,94.40918181818182,1.0126145643018625
9832603,0.7266974,-0.053975232,0.8492207,0.30697566,0.0169173493695292,0.0151963727235734,0.1111111111111111,0.1699346405228758,19.0,31.0,3.263157894736842,2766.3540000000003,89.23722580645162,3.210526315789474,19.0,2193.175,22.0,99.68977272727273,1.013875309816224
9832607,1.1340518,0.2910774,0.6012015,-0.075180255,0.01744089225912,0.0062771017438686,0.107266578686902,0.1073305448305448,113.0,201.0,3.557522123893805,11749.85,58.456965174129344,2.893805309734513,98.0,8725.607,151.0,57.785476821192056,1.0124740003788568
9832609,1.1804848,-0.0016263202,0.72988063,0.17321266,0.0181497916566882,0.0474871553469121,0.1827520951608542,0.037037037037037,28.0,51.0,3.642857142857143,4284.417,84.00817647058823,2.642857142857143,21.0,2967.9550000000004,31.0,95.74048387096776,1.0132300592612165
9832614,1.1821246,-0.12060887,0.6071391,-0.078107685,0.01816573822327,0.0465583998466648,0.097471297514554,0.1046670880741677,114.0,203.0,3.56140350877193,11563.768,56.96437438423645,2.8771929824561404,98.0,8485.228000000001,151.0,56.19356291390729,1.0126997091526078
9832615,1.0028692,-0.08139051,0.5808443,-0.03432734,0.017839073316975,0.0465583262606367,0.0841135095804026,0.0895306111887388,115.0,201.0,3.4956521739130437,11695.844999999998,58.18828358208954,2.869565217391304,98.0,8645.522,152.0,56.87843421052632,1.0132282745200103
9832616,1.4620445,-0.053850897,0.6790429,-0.04623124,0.0180950754617247,0.0327020126293989,0.1151920184307229,0.1718714717969562,123.0,216.0,3.5121951219512195,12341.387999999995,57.13605555555554,2.926829268292683,108.0,9355.547,167.0,56.02123952095808,1.0125599183821423
9832619,1.1489882,0.372047,0.79204667,-0.21920992,0.01720004561379,0.0049420724975538,0.1124963418203102,0.1650918340627689,135.0,234.0,3.466666666666667,13601.399999999996,58.12564102564101,2.9407407407407407,121.0,10348.477,183.0,56.54905464480875,1.0268296239217427
9832624,1.2382711,0.1125932,0.8204615,-0.4522266,0.0172373926739533,0.0205769725734761,0.05200632333973,0.0096263385737069,134.0,240.0,3.582089552238806,12329.81199999999,51.37421666666663,2.9402985074626864,124.0,8864.562999999998,171.0,51.83954970760233,1.0310344721684397
9832629,0.8553551,-0.08399487,0.86997586,-0.41679642,0.0161028662288893,0.0047519951616816,0.0589788972089857,0.1415444245676803,131.0,232.0,3.541984732824428,12284.491999999987,52.95039655172408,2.870229007633588,119.0,9067.757999999996,167.0,54.29795209580836,1.0301682059637778
9832634,0.98969835,0.10107272,0.47175798,-0.24708931,0.0171426181082641,0.0259837867755783,0.0953731142241379,0.3895587270341207,129.0,233.0,3.612403100775194,13625.329999999987,58.47781115879823,2.868217054263566,114.0,9783.225,165.0,59.29227272727272,1.0344584501864178
